author,original_title,original_language,original_publication_year,translated_title,translated_language,translated_publication_year
"Bødker, Benni & Karen Vad Bruun",Før døden lukker mine øjne,Danish,2012,Bevor mir der Tod die Augen schließt,German,2014
"Börjlind, Cilla & Rolf Börjlind",Den døde taler,Danish,2002,Le mort parle,French,2002
"Davidsen, Leif",Den sidste spion,Danish,1991,Le dernier espion,French,2002
"Davidsen, Leif",Den serbiske dansker,Danish,1996,Enkle reis Kopenhagen,Dutch,2001
"Davidsen, Leif",Den serbiske dansker,Danish,1996,Le Danois serbe,French,2001
"Davidsen, Leif",Den serbiske dansker,Danish,1996,Der Fluch der bösen Tat,German,2001
"Davidsen, Leif",Den serbiske dansker,Danish,1996,Den lejde mördaren,Swedish,2001
"Davidsen, Leif",Den serbiske dansker,Danish,1996,The Serbian Dane,English,2007
"Davidsen, Leif",Lime's billede,Danish,1998,De vrouw op de foto,Dutch,2000
"Davidsen, Leif",Lime's billede,Danish,1998,La photo de Lime,French,2000
"Davidsen, Leif",Lime's billede,Danish,1998,Lime's bilde,Norwegian,2000
"Davidsen, Leif",Lime's billede,Danish,1998,Paparazzons heder,Swedish,2000
"Davidsen, Leif",Lime's billede,Danish,1998,Lime's Photograph,English,2001
"Davidsen, Leif",Lime's billede,Danish,1998,Der Augenblick der Wahrheit,German,2001
"Davidsen, Leif",Lime's billede,Danish,1998,Quando il ghiaccio si scioglie,Italian,2001
"Davidsen, Leif",Lime's billede,Danish,1998,Fest á Filmu,Icelandic,2002
"Davidsen, Leif",Lime's billede,Danish,1998,Tähtäimessä,Finnish,2008
"Davidsen, Leif",Lime's billede,Danish,1998,La foto de Lime,Spanish,2010
"Davidsen, Leif",De gode søstre,Danish,2003,De goda systrana,Swedish,2002
"Davidsen, Leif",De gode søstre,Danish,2003,Dobré sestry,Czech,2004
"Davidsen, Leif",De gode søstre,Danish,2003,Die guten Schwestern,German,2004
"Davidsen, Leif",De gode søstre,Danish,2003,La femme de Bratislava,French,2006
"Davidsen, Leif",De gode søstre,Danish,2003,The woman from Bratislava,English,2009
"Davidsen, Leif",Fjenden i spejlet,Danish,2004,De vijand in de spiegel,Dutch,2005
"Davidsen, Leif",Fjenden i spejlet,Danish,2004,Fienden i spegeln,Swedish,2005
"Davidsen, Leif",Fjenden i spejlet,Danish,2004,L´ennemi dans le miroir,French,2006
"Davidsen, Leif",Fjenden i spejlet,Danish,2004,Der Feind im Spiegel,German,2006
"Davidsen, Leif",Den ukendte hustru,Danish,2006,De onzichtbare echtgenote,Dutch,2007
"Davidsen, Leif",Den ukendte hustru,Danish,2006,Jälkiä jättämättä,Finnish,2007
"Davidsen, Leif",Den ukendte hustru,Danish,2006,L´épouse inconnue,French,2007
"Davidsen, Leif",Den ukendte hustru,Danish,2006,Den okända hustrun,Swedish,2007
"Davidsen, Leif",Den ukendte hustru,Danish,2006,Der Russe aus Nizza,German,2011
"Davidsen, Leif",Min broders vogter,Danish,2010,Aan de vooravond,Dutch,2011
"Davidsen, Leif",Min broders vogter,Danish,2010,Ingerul Pazitor al Fratelui Meu,Romanian,2011
"Davidsen, Leif",Min broders vogter,Danish,2010,Die Wahrheit stirbt zuletzt,German,2012
"Davidsen, Leif",Min broders vogter,Danish,2010,Le gardien de mon frère,French,2014
"Davidsen, Leif",Djævelen i hullet,Danish,2016,La fille du traite,French,2019
"Dorph, Christian",Øjet og øret,Danish,2004,Een oor voor een oog,Dutch,2004
"Dorph, Christian & Simon Pasternak",Afgrundens rand,Danish,2008,Avgrundens rand,Swedish,2008
"Dorph, Christian & Simon Pasternak",Afgrundens rand,Danish,2008,Der deutsche Freund,German,2009
"Dorph, Christian & Simon Pasternak",Afgrundens rand,Danish,2008,Avgrunnens rand,Norwegian,2009
"Dorph, Christian & Simon Pasternak",Afgrundens rand,Danish,2008,L'orlo dell' abisso,Italian,2011
"Dorph, Christian & Simon Pasternak",Jeg er her ikke,Danish,2010,Der libanesische Leopard,German,2011
"Egholm, Elsebeth",De frie kvinders klub,Danish,2001,Der Club der Unzertrennlichen,German,2001
"Egholm, Elsebeth",Skjulte fejl og mangler,Danish,2002,Ukryte wady,Polish,2008
"Egholm, Elsebeth",Skjulte fejl og mangler,Danish,2002,Skjulte feil og mangler,Norwegian,2011
"Egholm, Elsebeth",Skjulte fejl og mangler,Danish,2002,Rejtett hibák,Hungarian,2013
"Egholm, Elsebeth",Skjulte fejl og mangler,Danish,2002,Dolda fel och brister,Swedish,2013
"Egholm, Elsebeth",Skjulte fejl og mangler,Danish,2002,Der tote Knabe: Ein Fall für Dicte Svendsen,German,2015
"Egholm, Elsebeth",Skjulte fejl og mangler,Danish,2002,Šlt 赤ん坊は川を流れる,Japanese,2015
"Egholm, Elsebeth",Skjulte fejl og mangler,Danish,2002,Leyndir gallar,Icelandic,2016
"Egholm, Elsebeth",Skjulte fejl og mangler,Danish,2002,Una cittadina tranquilla,Italian,2017
"Egholm, Elsebeth",Selvrisiko,Danish,2004,Självrisk,Swedish,2006
"Egholm, Elsebeth",Selvrisiko,Danish,2004,Egenandel,Norwegian,2013
"Egholm, Elsebeth",Selvrisiko,Danish,2004,過去を殺した女,Japanese,2016
"Egholm, Elsebeth",Selvrisiko,Danish,2004,Eigin áhætta,Icelandic,2017
"Egholm, Elsebeth",Personskade,Danish,2005,Il danno,Italian,2011
"Egholm, Elsebeth",Personskade,Danish,2005,Personskade,Norwegian,2014
"Egholm, Elsebeth",Nærmeste pårørende,Danish,2006,Naaste Familie,Dutch,2007
"Egholm, Elsebeth",Nærmeste pårørende,Danish,2006,Närmast anhörig,Swedish,2009
"Egholm, Elsebeth",Nærmeste pårørende,Danish,2006,Next of kin,English,2011
"Egholm, Elsebeth",Nærmeste pårørende,Danish,2006,United victims,French,2012
"Egholm, Elsebeth",Nærmeste pårørende,Danish,2006,Nærmeste pårørende,Norwegian,2014
"Egholm, Elsebeth",Nærmeste pårørende,Danish,2006,Tödliche Bürde,German,2015
"Egholm, Elsebeth",Liv og legeme,Danish,2008,Der Menschensammler,German,2010
"Egholm, Elsebeth",Liv og legeme,Danish,2008,Líf og limir,Icelandic,2011
"Egholm, Elsebeth",Liv og legeme,Danish,2008,Life and Limb,English,2012
"Egholm, Elsebeth",Liv og legeme,Danish,2008,Liv og legeme,Norwegian,2012
"Egholm, Elsebeth",Liv og legeme,Danish,2008,Organes vitaux,French,2014
"Egholm, Elsebeth",Vold og magt,Danish,2009,Rachlust,German,2010
"Egholm, Elsebeth",Vold og magt,Danish,2009,Með góðu eða illu,Icelandic,2012
"Egholm, Elsebeth",Vold og magt,Danish,2009,Vold og makt,Norwegian,2012
"Egholm, Elsebeth",Vold og magt,Danish,2009,De gré ou de force,French,2014
"Egholm, Elsebeth",Tre hundes nat,Danish,2011,Three Dog Night,English,2013
"Egholm, Elsebeth",Tre hundes nat,Danish,2011,Eiskalt wie die Nacht,German,2013
"Egholm, Elsebeth",De døde sjæles nat,Danish,2012,Dead Souls,English,2014
"Egholm, Elsebeth",De døde sjæles nat,Danish,2012,Die Nacht der toten Seelen,German,2014
"Egholm, Elsebeth",Jeg finder dig altid,Danish,2017,Šlt Najdu si tě všude,Czech,2018
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Krokodilwächter,German,2016
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Sėjikas,Lithuanian,2016
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Dite hvezd,Czech,2017
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Krokodillevokteren,Norwegian,2017
"Engberg, Katrine",Krokodillevogteren,Danish,2016,De krokodilvogel,Dutch,2018
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Krokotiilinvartija,Finnish,2018
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Η ένοικος,Greek,2018
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Stróż krokodyla,Polish,2018
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Krokodilväktaren,Swedish,2018
"Engberg, Katrine",Krokodillevogteren,Danish,2016,The tenant,English,2019
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Krokodillilind,Estonian,2019
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Il guardiano dei coccodrilli,Italian,2019
"Engberg, Katrine",Krokodillevogteren,Danish,2016,Наемателката,Bulgarian,2020
"Engberg, Katrine",Krokodillevogteren,Danish,2016,La estrategia del cocodrilo,Spanish,2020
"Engberg, Katrine",Blodmåne,Danish,2017,Blutmond,German,2018
"Engberg, Katrine",Blodmåne,Danish,2017,Kruvinasis Mėnulis,Lithuanian,2018
"Engberg, Katrine",Glasvinge,Danish,2019,Lasisiivet,Finnish,2018
"Engberg, Katrine",Glasvinge,Danish,2019,Glasvinge,Swedish,2018
"Engberg, Katrine",Glasvinge,Danish,2019,Glassvinge,Norwegian,2019
"Engberg, Katrine",Glasvinge,Danish,2019,Glazen vleugels,Dutch,2020
"Engberg, Katrine",Glasvinge,Danish,2019,Glasflügel,German,2020
"Engberg, Katrine",Glasvinge,Danish,2019,Szklane skrzydła motyla,Polish,2020
"Eriksen, Jens-Martin",Nani,Danish,1985,Nani,Serbian,2012
"Eriksen, Jens-Martin",Jonatan Svidts forbrydelse,Danish,2000,Jonatan Svidts Verbrechen,German,2002
"Eriksen, Jens-Martin",Jonatan Svidts forbrydelse,Danish,2000,Opasna letnja igra,Serbian,2008
"Eriksen, Jens-Martin",Seth,Danish,2000,Seth in: Onde del Nord,Italian,2000
"Faber, Kim & Janni Pedersen",Vinterland,Danish,2019,Winterland,Dutch,2020
"Faber, Kim & Janni Pedersen",Vinterland,Danish,2019,Vinterland,Swedish,2020
"Fredensborg, Eva Marie",Én gang morder,Danish,2014,Non colpire due volte,Italian,2014
"Fredensborg, Eva Marie",Én gang morder,Danish,2014,Er wird töten,German,2016
"Friis, Agnete",Blitz,Danish,2017,Záblesk,Czech,2017
"Friis, Agnete",Blitz,Danish,2017,Minnespusslet,Swedish,2017
"Friis, Agnete",Sommeren med Ellen,Danish,2017,The Summer of Ellen,English,2019
"Friis, Agnete",Sommeren med Ellen,Danish,2017,Der Sommer mit Ellen,German,2020
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,Dinosaurens fjær,Norwegian,2008
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,De veren van de dinosaurus,Dutch,2009
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,Dinosaurierfedern,German,2009
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,Le piume dei dinosauri,Italian,2010
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,Pióro dinozaura,Polish,2010
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,The Dinosaur Feather,English,2011
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,Les Plumes du dinosaure,French,2011
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,Las alas de dinosaurio,Spanish,2011
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,Dinosauriens fjädrar,Swedish,2011
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,Перото на динозавъра,Bulgarian,2012
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,Dinosaurí perí,Czech,2012
"Gazan, Sissel-Jo",Dinosaurens fjer,Danish,2008,A dinoszaurusz tolla,Hungarian,2019
"Gazan, Sissel-Jo",Svalens graf,Danish,2008,The Arc of the Swallow,English,2014
"Gazan, Sissel-Jo",Svalens graf,Danish,2008,Svalens graf,Norwegian,2014
"Gazan, Sissel-Jo",Svalens graf,Danish,2008,Le graphique de l'hirondelle,French,2015
"Gazan, Sissel-Jo",Svalens graf,Danish,2008,La golondrina negra,Spanish,2015
"Gazan, Sissel-Jo",Blækhat,Danish,2017,Was du von mir wissen sollst,German,2019
"Gazan, Sissel-Jo",Blækhat,Danish,2017,Tintagomba,Hungarian,2020
"Grue, Anna",Dybt at falde,Danish,2007,Je ne porte pas mon nom,French,2010
"Grue, Anna",Dybt at falde,Danish,2007,Šlt Fallið er hátt,Icelandic,2011
"Grue, Anna",Dybt at falde,Danish,2007,Die guten Frauen von Christianssund,German,2013
"Grue, Anna",Dybt at falde,Danish,2007,Nessuno conosce il mio nome,Italian,2013
"Grue, Anna",Dybt at falde,Danish,2007,Dybt at falde (Armenian),Armenian,2015
"Grue, Anna",Dybt at falde,Danish,2007,Dypt å falle,Norwegian,2016
"Grue, Anna",Dybt at falde,Danish,2007,Šlt 이름 없는 여자들,Korean,2020
"Grue, Anna",Judaskysset,Danish,2008,Judaskysset,Norwegian,2011
"Grue, Anna",Judaskysset,Danish,2008,Judaskyssen,Swedish,2011
"Grue, Anna",Judaskysset,Danish,2008,Le Baiser de Judas,French,2012
"Grue, Anna",Judaskysset,Danish,2008,Der Judaskuss,German,2014
"Grue, Anna",Judaskysset,Danish,2008,Il bacio del traditore,Italian,2015
"Grue, Anna",Kunsten at dø,Danish,2009,L'art de mourir,French,2014
"Grue, Anna",Kunsten at dø,Danish,2009,Die Kunst zu sterben,German,2014
"Grue, Anna",Kunsten at dø,Danish,2009,L'arte di morire,Italian,2015
"Grue, Anna",Kunsten at dø,Danish,2009,Kunsten å dø,Norwegian,2016
"Grue, Anna",Den skaldede detektiv,Danish,2010,Le DÉTECTIVE CHAUVE,French,2014
"Grue, Anna",Den skaldede detektiv,Danish,2010,Es bleibt in der Familie,German,2015
"Grue, Anna",Den skaldede detektiv,Danish,2010,Questioni di famiglia,Italian,2018
"Grue, Anna",Et spørgsmål om penge,Danish,2012,Die Wurzel des Bøsen,German,2015
"Grue, Anna",Sidste forestilling,Danish,2013,Das falsche Gesicht,German,2017
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Wraak,Dutch,2011
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Demonen som gråt,Norwegian,2011
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Kaikella on hintansa,Finnish,2012
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Le prix á payer,French,2012
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Tutto ha un prezzo,Italian,2012
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,모든 것에는 대가가 따른다,Korean,2012
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Wszystko ma swoja cene,Polish,2012
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Za vsechno se platí,Czech,2013
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Das Weisse Grab,German,2013
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Todo tiene su precio,Spanish,2013
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,Allting har sitt pris,Swedish,2013
"Hammer, Lotte & Søren Hammer",Alting har sin pris,Danish,2010,The Girl in the Ice,English,2015
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Bestie uvnitř,Czech,2010
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Morte la bête,French,2010
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Svívirða,Icelandic,2010
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,La bestia dentro,Italian,2010
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Udyr,Norwegian,2010
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Misbruik,Dutch,2011
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Saastat,Finnish,2011
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Schweinehunde,German,2011
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Niegodziwcy,Polish,2011
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,El lado oscuro,Spanish,2011
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,死せる獣,Japanese,2012
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,숨겨진 야수,Korean,2012
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Svinen,Swedish,2012
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,The Hanging (audiobook),English,2013
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Elvetemultek,Hungarian,2013
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,A Fera Interior,Portuguese,2013
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Зверь внутри,Russian,2013
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Εκδικητές,Greek,2014
"Hammer, Lotte & Søren Hammer",Svinehunde,Danish,2010,Linc,Turkish,2016
"Hammer, Lotte & Søren Hammer",Ensomme hjerters klub,Danish,2011,Verraad,Dutch,2012
"Hammer, Lotte & Søren Hammer",Ensomme hjerters klub,Danish,2011,Yksinäisten sydänten kerho,Finnish,2013
"Hammer, Lotte & Søren Hammer",Ensomme hjerters klub,Danish,2011,Le cercle des coeurs solitaires,French,2013
"Hammer, Lotte & Søren Hammer",Ensomme hjerters klub,Danish,2011,Il postino,Italian,2013
"Hammer, Lotte & Søren Hammer",Ensomme hjerters klub,Danish,2011,Klub osamělých srdcí,Czech,2014
"Hammer, Lotte & Søren Hammer",Ensomme hjerters klub,Danish,2011,Ensamma Hjärtans Klubb,Swedish,2014
"Hammer, Lotte & Søren Hammer",Ensomme hjerters klub,Danish,2011,Einsame Herzen,German,2015
"Hammer, Lotte & Søren Hammer",Ensomme hjerters klub,Danish,2011,The Vanished,English,2016
"Hammer, Lotte & Søren Hammer",Pigen i Satans mose,Danish,2012,Geweld,Dutch,2013
"Hammer, Lotte & Søren Hammer",Pigen i Satans mose,Danish,2012,Dívka z Dáblova mocálu,Czech,2015
"Hammer, Lotte & Søren Hammer",Pigen i Satans mose,Danish,2012,The Lake,English,2017
"Hammer, Lotte & Søren Hammer",Pigen i Satans mose,Danish,2012,Toten Moor,German,2017
"Hammer, Lotte & Søren Hammer",Pigen i Satans mose,Danish,2012,La fille dans le marais de Satan,French,2018
"Hammer, Lotte & Søren Hammer",Den sindssyge polak,Danish,2014,The Night Ferry,English,2018
"Hammer, Lotte & Søren Hammer",Den sindssyge polak,Danish,2014,Todeshafen,German,2020
"Hancock, Anne Mette",Ligblomsten,Danish,2018,Líkblómið,Icelandic,2017
"Hancock, Anne Mette",Ligblomsten,Danish,2018,Likblomsten,Norwegian,2017
"Hancock, Anne Mette",Ligblomsten,Danish,2018,Lijkbloem,Dutch,2018
"Hancock, Anne Mette",Ligblomsten,Danish,2018,Fleur de cadavre,French,2018
"Hastrup, Julie",En torn i øjet,Danish,2009,En torn i øyet,Norwegian,2011
"Hastrup, Julie",En torn i øjet,Danish,2009,Een doorn in het oog,Dutch,2012
"Hastrup, Julie",En torn i øjet,Danish,2009,Hasta que mueras,Spanish,2013
"Hastrup, Julie",En torn i øjet,Danish,2009,Vergeltung,German,2016
"Hastrup, Julie",Det blinde punkt,Danish,2010,De blinde vlek,Dutch,2014
"Hastrup, Julie",Det blinde punkt,Danish,2010,Blut fûr Blut,German,2016
"Hastrup, Julie",Blodig genvej,Danish,2011,Todessommer,German,2014
"Hastrup, Julie",Portræt af døden,Danish,2013,Die Toten am Lyngbysee,German,2014
"Hastrup, Julie",Farlig fortid,Danish,2015,Stiller Hass,German,2016
"Holm, Gretelise",Paranoia,Danish,2002,Ein anständiger Mord,German,2002
"Holm, Gretelise",Paranoia,Danish,2002,Paranoia,Dutch,2003
"Holm, Gretelise",Paranoia,Danish,2002,Paranoia,Norwegian,2003
"Holm, Gretelise",Paranoia,Danish,2002,Paranoia,Swedish,2003
"Holm, Gretelise",Robinson-mordene,Danish,2003,Die Robinson-Morde,German,2004
"Holm, Gretelise",Robinson-mordene,Danish,2003,Ö-morden,Swedish,2005
"Holm, Gretelise",Robinsonmordene,Danish,2003,De eilandmoorden,Dutch,2005
"Holm, Gretelise",Robinsonmordene,Danish,2003,Vrazdy na ostrove,Czech,2006
"Holm, Gretelise",Forhærdede tidselgemytter,Danish,2009,Spiriti ribelli,Italian,2010
"Holm, Gretelise",Møgkællinger,Danish,2010,Bastarde,Italian,2012
"Holm, Per",Forlis,Danish,1999,Der Untergang der Estonia,German,2000
"Holst, Kirsten",Når det regner på præsten,Danish,1983,Du sollst nicht töten,German,2000
"Holst, Kirsten",Dødens dunkle veje,Danish,1984,Wege des Todes,German,2001
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Fräulein Smillas Gespür für Schnee,German,2000
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,La Sênorita Smilla,Spanish,2001
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Смилла и ее чувство снега,Russian,2002
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Fröken Smillas känsla för snö,Swedish,2002
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Šlt 스밀라의 눈에 대한 감각,Korean,2005
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Smilla e os mistérios da neve,Portuguese,2010
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Osećaj gospođice Smile za sneg,Serbian,2011
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Smilla w labiryntach śniegu,Polish,2012
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Cit slečny Smilly pre sneh,Slovak,2013
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Смілла та її відчуття снігу,Ukranian,2013
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Lumen Taju,Finnish,2016
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Smillas jaunkundzes sniega izjūta,Latvian,2016
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Смила го чувствува снегот,Macedonian,2016
"Høeg, Peter",Frøken Smillas fornemmelse for sne,Danish,1992,Panelės Smilos sniego jausmas,Lithuanian,2017
"Høvsgaard, Jens",Den syvende dag,Danish,2010,Den syvende dagen,Norwegian,2011
"Isaksen, Jogvan",Graúr Oktober,Danish,1994,Option Färöer,German,2007
"Jacobsen, Steffen",Passageren,Danish,2008,Der Passagier,German,2010
"Jacobsen, Steffen",Passageren,Danish,2008,Il passeggero,Italian,2010
"Jacobsen, Steffen",Passageren,Danish,2008,Passasjeren,Norwegian,2010
"Jacobsen, Steffen",Den gode datter,Danish,2010,Den gode datter,Norwegian,2010
"Jacobsen, Steffen",Når de døde vågner,Danish,2011,Når de døde våkner,Norwegian,2012
"Jacobsen, Steffen",Når de døde vågner,Danish,2011,When the Dead Awaken,English,2013
"Jacobsen, Steffen",Når de døde vågner,Danish,2011,Squadra Anticamorra,Italian,2013
"Jacobsen, Steffen",Trofæ,Danish,2013,Trofee,Dutch,2013
"Jacobsen, Steffen",Trofæ,Danish,2013,Trophäe,German,2013
"Jacobsen, Steffen",Trofæ,Danish,2013,獵人俱樂部,Chinese,2014
"Jacobsen, Steffen",Trofæ,Danish,2013,Trofej,Czech,2014
"Jacobsen, Steffen",Trofæ,Danish,2013,Trophy,English,2014
"Jacobsen, Steffen",Trofæ,Danish,2013,Trophée,French,2014
"Jacobsen, Steffen",Gengældelsen,Danish,2014,Vergelding,Dutch,2015
"Jacobsen, Steffen",Gengældelsen,Danish,2014,Bestrafung,German,2015
"Jacobsen, Steffen",Gengældelsen,Danish,2014,Retribution,English,2016
