id	author1	author1_normalized	author2	author3	author4	author_authorized_heading	author_lccn	author_viaf	author_wikidata_qid	date	htid	hathi_rights	title	imprint	isbn	isbn_most_common_edition	lccn	oclc	oclc_owi	oclc_eholdings	oclc_holdings	person_id	place	publisher_marc
6823	Conroy, Frank 1936-2005	Conroy, Frank				Conroy, Frank, 1936-2005	n50032089	66497136	Q1443099	1993	mdp.39015028872748	ic	Body & soul / Frank Conroy.	Houghton Mifflin/Seymour Lawrence, 1993.	['0395519462 :']	0395519462	['93005163']	['28294001']	49295222	82	1561	3205	mau	Houghton Mifflin/Seymour Lawrence
6824	Hemley, Robin 1958-	Hemley, Robin				Hemley, Robin, 1958-	n87871157	53216269	Q7352460	1992	uc1.b4446363	ic	The last Studebaker / Robin Hemley.	Graywolf Press, c1992.	['1555971679 :']	1555971679	['92015059//r92']	['25747870']	29119387	230	303	1365	mnu	Graywolf Press
6825	Busch, Frederick 1941-2006	Busch, Frederick				Busch, Frederick, 1941-2006	n79102784	110494254	Q1452813	1994	mdp.39015033096739	ic	The children in the woods : new and selected stories / Frederick Busch.	Ticknor & Fields, 1994.	['039564724X']	039564724X	['93005008']	['28257646']	221941389	32	538	3643	mau	Ticknor & Fields
6826	Dickey, William.	Dickey, William				Dickey, William	n80037955	75146077	Q1670218	1994	mdp.39015032846159	ic	In the dreaming : selected poems / William Dickey.	University of Arkansas Press, 1994.	['1557282862 (paper),1557282854 (cloth)']	1557282854	['93001098']	['27813492']	287301334	11	186	76	aru	University of Arkansas Press
6827	Weissbort, Daniel.	Weissbort, Daniel				Weissbort, Daniel	n50022746	68911711	Q4102546	1992	mdp.39015032752472	ic	Lake : new and selected poems / Daniel Weissbort.	Sheep Meadow Press, c1992.	['1878818244 :']	1878818244	['93007528']	['27812680']	392245	2	72	3634	nyu	Sheep Meadow Press
6828	Mukherjee, Bharati.	Mukherjee, Bharati				Mukherjee, Bharati	n50004570	76348204	Q4357833	1992	mdp.39015029100768	ic	Regionalism in Indian perspective / Bharati Mukherjee.	K.P. Bagchi, 1992.	['8170741238']	8170741238	['93901653']	['29969821']	32060233	1	45	171	ii	K.P. Bagchi
6829	Santos, Bienvenido N.	Santos, Bienvenido N.				Santos, Bienvenido N.	n79021625	8656216	Q4904598	1985	mdp.39015029050864	ic	Dwell in the wilderness : selected short stories (1931-1941) / by Bienvenido N. Santos.	New Day Publishers ; Distributor, Cellar Bookshop, 1985.	['9711001837 (pbk. : newsprint),9711001829 (pbk. : bookprint) :']	9711001829	['86149537']	['12892902']	198527150	2	69	3622	ph	New Day Publishers ;
6830	Tallent, Elizabeth 1954-	Tallent, Elizabeth				Tallent, Elizabeth, 1954-	n82134949	113154335	Q5363601	1993	mdp.39015029101014	ic	Honey : stories / by Elizabeth Tallent.	Knopf, 1993.	['0394583043 :']	0394583043	['93018235']	['27431337']	335903	11	481	87	nyu	Knopf
6831	Pesetsky, Bette 1932-	Pesetsky, Bette				Pesetsky, Bette, 1932-	n81037784	111333588		1993	mdp.39015033144174	ic	Cast a spell / Bette Pesetsky.	Harcourt Brace & Co., c1993.	['0151160724 :']	0151160724	['92036463 //r932']	['26763879']	29359420	11	244	110	nyu	Harcourt Brace & Co.
6832	Kidder, Tracy.	Kidder, Tracy				Kidder, Tracy	n81040847	52278563	Q338109	1993	uva.x002329316	ic	Old friends / Tracy Kidder.	Houghton Mifflin, 1993.	['0395593034']	0395593034	['93022859']	['28221658']	336023	198	1865	790	mau	Houghton Mifflin
6833	Weissbort, Daniel.	Weissbort, Daniel				Weissbort, Daniel	n50022746	68911711	Q4102546	1993	mdp.39015028908161	ic	Nietzsche's attachÃ© case : new and selected poems / Daniel Weissbort.	Carcanet, 1993.	['1857540239 :']		[]	['28602722']	193031483	138	69	3634	enk	Carcanet
6834	Levine, Mark 1965-	Levine, Mark				Levine, Mark, 1965-	n92102200	98003058	Q6768573	1993	uc1.b4351510	ic	Debt : poems / Mark Levine.	W. Morrow, c1993.	['068812397X (acid-free paper)', '0688123988 (pbk. : acid-free paper) :']	0688123988	['92037862']	['26851808']	29182345	2	196	2007	nyu	W. Morrow
6835	Santos, Bienvenido N.	Santos, Bienvenido N.				Santos, Bienvenido N.	n79021625	8656216	Q4904598	1993	mdp.39015028881806	ic	Memory's fictions : a personal history / Bienvenido N. Santos.	New Day Publisher, 1993.	['9711005360']	9711005360	[]	['29426189']	306976008	2	76	3622	ph	New Day Publisher
6836	Patchett, Ann.	Patchett, Ann				Patchett, Ann	n91108359	54362733	Q433485	1992	mdp.39015028893371	ic	The patron saint of liars / Ann Patchett.	Houghton Mifflin, 1992.	['039561306X :']	039561306X	['91041584 //r93']	['24796726']	979473	279	2161	1785	mau	Houghton Mifflin
6837	Shacochis, Bob.	Shacochis, Bob				Shacochis, Bob	n84105588	44315563	Q4933931	1993	mdp.39015029951657	ic	Swimming in the volcano : a novel / Bob Shacochis.	Scribner's Sons ; Maxwell Macmillan Canada ; Maxwell Macmillan International, c1993.	['0684192608 :']	0684192608	['92037116 //r93']	['26855535']	434393848	50	790	1389	nyu	Scribner's Sons ;
6838	Wideman, John Edgar.	Wideman, John Edgar	Wideman, John Edgar.			Wideman, John Edgar	n82231445	110405033	Q688739	1993	mdp.39015029941450	ic	All stories are true / John Edgar Wideman.	Vintage Books, 1993.	['0679737529 (pbk.) :']	0679737529	['92050616']	['27143753']	4095668679	10	234	4368	nyu	Vintage Books
6839	McCracken, Elizabeth.	McCracken, Elizabeth				McCracken, Elizabeth	n92111648	17365134	Q5363184	1993	mdp.39015029943167	ic	Here's your hat what's your hurry : stories / by Elizabeth McCracken.	Turtle Bay Books, 1993.	['0679400265 (acid-free paper) :']	0679400265	['92056833']	['27066271']	346570	24	626	2016	nyu	Turtle Bay Books
6840	Gardner, John 1933-1982	Gardner, John				Gardner, John, 1933-1982	n79056152	2470610	Q1381985	1993	mdp.39015029937052	ic	Freddy's book / by John Gardner.	Vintage Books, 1993, c1980.	['0679721940']	039450920X	['93015508']	['27938095']	57575258	115	1315	3286	nyu	Vintage Books
6841	GlÃ¼ck, Louise 1943-	Glück, Louise				Glück, Louise, 1943-	n80005703	84538845	Q2344210	1980	mdp.39015029893537	ic	Descending figure / Louise GlÃ¼ck.	Ecco Press, 1980.	['0912946725 (pbk.),0912946717 :']	0912946717	['80000223']	['5946462']	558057	11	479	3087	nyu	Ecco Press
6842	Glancy, Diane.	Glancy, Diane				Glancy, Diane	n85814699	93980865	Q5271470	1988	mdp.39015029730580	ic	Offering : poetry & prose / by Diane Glancy ; foreword by Simon J. Ortiz ; illustrations by Terry John Swabey.	Holy Cow! Press : Distributed by The Talman Co., 1988.	['0930100204 :']	0930100204	['86083319']	['15521582']	10220764	12	143	1837	mnu	Holy Cow! Press :
6843	Busch, Frederick 1941-2006	Busch, Frederick				Busch, Frederick, 1941-2006	n79102784	110494254	Q1452813	1993	mdp.39015029715110	ic	Long way from home / Frederick Busch.	Ticknor & Fields, 1993.	['0395634156 :']	0395634156	['92040727 //r93']	['27068617']	48381704	12	633	3643	nyu	Ticknor & Fields
6844	Glancy, Diane.	Glancy, Diane				Glancy, Diane	n85814699	93980865	Q5271470	1991	mdp.39015029710715	ic	Lone Dog's winter count / Diane Glancy.	West End Press, 1991.	['0931122643 :']	0931122643	[]	['25181319']	28308657	3	147	1837	nmu	West End Press
6845	Jarman, Mark 1952-	Jarman, Mark				Jarman, Mark, 1952-	n79058290	73904557	Q6768234	1992	mdp.39015029580134	ic	Iris / by Mark Jarman.	Story Line Press, c1992.	['0934257876,0934257884 (pbk.) :']	0934257884	[]	['26282766']	29153287	11	154	937	oru	Story Line Press
6846	Gregerson, Linda K.	Gregerson, Linda K.				Gregerson, Linda K.	nr93022470	71263650		1992	mdp.39015029542761	ic	Powers of desire : specularity and the subject of the Tudor state / Linda Gregerson.	University of Michigan, [1992]	[]		[]	['28304491']				1007	miu	University of Michigan
6847	Hannah, Barry.	Hannah, Barry				Hannah, Barry	n80014822	14785172	Q458336	1993	mdp.39015029470856	ic	Bats out of hell / Barry Hannah.	Houghton Mifflin/Seymour Lawrence, 1993.	['0395488834 :']	0395488834	['92036629']	['26810198']	26062285	20	544	3198	mau	Houghton Mifflin/Seymour Lawrence
6848	Harrison, Kathryn.	Harrison, Kathryn				Harrison, Kathryn	n90649391	90726799	Q2917259	1993	mdp.39015040107941	ic	Exposure / Kathryn Harrison.	Random House, c1993.	['0679409424 :']	0679409424	['92022130 //r93']	['26096062']	29099717	78	803	3546	nyu	Random House
6849	Strand, Mark 1934-	Strand, Mark				Strand, Mark, 1934-2014	n79090257	49272680	Q928775	1993	mdp.39015029273110	ic	Dark harbor : a poem / by Mark Strand.	Knopf, 1993.	['0679418865 :']	0679418865	['92019983']	['26052030']	40096040	53	489	87	nyu	Knopf
6850	Tiempo, Edilberto K.	Tiempo, Edilberto K.				Tiempo, Edilberto K.	n84226138	87607162	Q3550871	1992	mdp.39015020848134	ic	Snake twin : and other stories / Edilberto K.Tiempo.	New Day, 1992.	['9711004909']	9711004909	[]	['29940220']	198115312	11	36	44	ph	New Day
6851	Hejinian, Lyn.	Hejinian, Lyn				Hejinian, Lyn	n82071099	44325651	Q6708326	1992	mdp.39015029250522	ic	The cell / Lyn Hejinian.	Sun & Moon, 1992.	['1557130213']	1557130213	[]	['26746932']	29833356	26	279	3672	cau	Sun & Moon
6852	Cooley, Peter 1940-	Cooley, Peter				Cooley, Peter, 1940-	n79127855	23426837	Q7173377	1992	mdp.39015029228692	ic	The astonished hours / Peter Cooley.	Carnegie Mellon University Press, 1992.	['0887481310 (pbk.),0887481302']	0887481302	['91072055']	['25780777']	28748301	2	90	3450	pau	Carnegie Mellon University Press
6853	Unsworth, Barry 1930-2012	Unsworth, Barry				Unsworth, Barry, 1930-2012	n82157881	54168450	Q715796	1992	mdp.39015026940091	ic	Sacred hunger / Barry Unsworth.	Doubleday, c1992.	['0385265301 :']	0385265301	['91033237']	['24667093']	3372219404	115	1940	3620	nyu	Doubleday
6854	Van Duyn, Mona.	Van Duyn, Mona				Van Duyn, Mona	n81147222	14898782	Q6897736	1993	mdp.39015029193318	ic	If it be not I : collected poems, 1959-1982 / Mona Van Duyn.	Knopf, 1993.	['0679419020 :']	0679419020	['92011335']	['25871711']	28629099	11	880	87	nyu	Knopf
6855	Sadoff, Ira.	Sadoff, Ira				Sadoff, Ira	n80149107	62855560	Q15460603	1992	mdp.39015029157305	ic	An Ira Sadoff reader : selected poetry and prose / Ira Sadoff.	Middlebury College Press ; University Press of New England, c1992.	['0874515939 (pbk.)']	0874515939	['92012696']	['25675656']	1059141338	2	203	3209	nhu	Middlebury College Press ;
6856	Schwartz, Lynne Sharon.	Schwartz, Lynne Sharon				Schwartz, Lynne Sharon	n80017432	49379687	Q1878899	1992	mdp.39015029157313	ic	A Lynne Sharon Schwartz reader : selected prose and poetry / Lynne Sharon Schwartz.	Published by University Press of New England [for] Middle College Press, c1992.	['0874515912']	0874515912	['92011574']	['25629977']	836889422	2	245	3674	nhu	Published by University Press of New England [for] Middle College Press
6857	Kinsella, W. P.	Kinsella, W. P.				Kinsella, W. P.	n77004617	957296	Q7945871	1992	mdp.39015020847359	ic	Box socials : a novel / by W.P. Kinsella.	Ballantine Books, 1992.	['0345377494 :']	0345377494	['91058628']	['25335226']	332705	74	1132	1089	nyu	Ballantine Books
6858	Fox, William Price.	Fox, William Price				Fox, William Price	n80094407	33301111	Q8017085	1992	uva.x002213812	ic	Lunatic wind : surviving the storm of the century / William Price Fox.	Algonquin Books of Chapel Hill, 1992.	['0945575424 :']	0945575424	['92014303']	['25746956']	11408550	16	243	3127	ncu	Algonquin Books of Chapel Hill
6859	Mukherjee, Bharati.	Mukherjee, Bharati				Mukherjee, Bharati	n50004570	76348204	Q4357833	1985	mdp.39015028465170	ic	Darkness / Bharati Mukherjee.	Penguin, 1985.	['0140079300 (pbk.) :']	0140079300	['85221553']	['13124678']	5606383	15	510	171	onc	Penguin
6860	Wideman, John Edgar.	Wideman, John Edgar	Alexander Street Press			Wideman, John Edgar	n82231445	110405033	Q688739	1992	mdp.39015025391932	ic	The stories of John Edgar Wideman / by John Edgar Wideman.	Pantheon Books, c1992.	['0679407197 :']	0679407197	['91050839']	['25318591']	292240220	44	998	4368	nyu	Pantheon Books
6861	Stern, Richard G. 1928-	Stern, Richard G.				Stern, Richard, 1928-2013	n80030782	64055711	Q3702414	1992	mdp.39015025373633	ic	Shares and other fictions / Richard Stern.	Delphinium Books ; Distributed by Simon & Schuster, c1992.	['0671780409 :']	9780671780401	['91048140']	['25163880']	27976936	11	157	3194	nyu	Delphinium Books ;
6862	Shapiro, Karl Jay 1913-2000	Shapiro, Karl Jay				Shapiro, Karl, 1913-2000	n79021704	109257053	Q2906282	1990	mdp.39015025374854	ic	Reports of my death / by Karl Shapiro.	Algonquin Books of Chapel Hill, c1990.	['0945575289 (v.2)']	0945575289	['88006204']	['21583857']	23440634	11	166	4367	ncu	Algonquin Books of Chapel Hill
6863	Tiempo, Edilberto K.	Tiempo, Edilberto K.				Tiempo, Edilberto K.	n84226138	87607162	Q3550871	1958	mdp.39015025255848	ic	The challenge of national growth to the Philippine writer : national consciousness in the autonomy of art / Edilberto K. Tiempo.	s.n, 1958?]	[]		[]	['26597551']				44	ph	s.n
6864	Kittredge, William.	Kittredge, William				Kittredge, William	n77016661	93349615	Q3568766	1992	mdp.39015025183081	ic	Hole in the sky : a memoir / William Kittredge.	Knopf : Distributed by Random House, 1992.	['0679411666 :']	0679411666	['91058670']	['25932263']	346868	56	630	459	nyu	Knopf :
6865	Carver, Raymond 1938-1988	Carver, Raymond	Stull, William L.			Carver, Raymond, 1938-1988	n80113040	88660538	Q219862	1992	mdp.39015021564615	ic	No heroics, please : uncollected writings / Raymond Carver ; edited by William L. Stull ; foreword by Tess Gallagher.	Vintage Books, 1992.	['0679740074 :']	0679740074	['91050727']	['25409135']	346154617	10	650	3683	nyu	Vintage Books
6866	Levis, Larry.	Levis, Larry				Levis, Larry	n80144979	92054633	Q6490699	1992	mdp.39015025257653	ic	Black freckles / Larry Levis.	Peregrine Smith Books, 1992.	['0879054565 :']	0879054565	['91038705']	['24629442']	27046692	2	125	4397	utu	Peregrine Smith Books
6867	Levine, Philip 1928-	Levine, Philip				Levine, Philip, 1928-2015	n78093573	110361442	Q531273	1992	mdp.39015025247860	ic	What work is : poems / by Philip Levine.	Knopf, c1992.	['0679740589']	0679401660	[]	['26495306']	10485787	48	1541	87	nyu	Knopf
6868	Will, Frederic.	Will, Frederic				Will, Frederic	n79089755	29549500	Q5497167	1992	mdp.39015020693506	ic	Big rig souls : truckers in America's heartland / by Frederic Will.	A & M, c1992.	['1878005219']	1878005219	[]	['25535879']	28331825	2	23	4345	miu	A & M
6869	Louie, David Wong 1954-	Louie, David Wong				Louie, David Wong, 1954-2018	n90720357	93957051	Q5241270	1991	uc1.32106009599751	ic	Pangs of love : stories / by David Wong Louie.	Knopf : Distributed by Random House, 1991.	['0394589572 :']	0394589572	['90053544']	['22889285']	3901327004	22	553	87	nyu	Knopf :
6870	Harrison, Kathryn.	Harrison, Kathryn				Harrison, Kathryn	n90649391	90726799	Q2917259	1991	mdp.39015025161764	ic	Thicker than water / Kathryn Harrison.	Random House, c1991.	['0394588894 :']	0394588894	['90038317 //r91']	['21873674']	23239804	53	554	3546	nyu	Random House
6871	Hampl, Patricia 1946-	Hampl, Patricia				Hampl, Patricia, 1946-	n78008569	70180786	Q7145617	1992	mdp.39015025298905	ic	A romantic education / Patricia Hampl.	Houghton Mifflin, 1992.	['039534638X,0395602009']	0395296978	['91033009']	['24539204']	24305885	11	808	518	mau	Houghton Mifflin
6872	Hoagland, Edward.	Hoagland, Edward				Hoagland, Edward	n79058588	37833728	Q3048551	1992	mdp.39015046825454	ic	The final fate of the alligators / Edward Hoagland.	Capra Press, 1992.	['0884963411 :']	0884963411	['91012537']	['23383950']	476150932	11	165	3641	cau	Capra Press
6873	Dew, Robb Forman.	Dew, Robb Forman				Dew, Robb Forman	n81002481	12996127	Q7340773	1992	mdp.39015022244647	ic	Fortunate lives / Robb Forman Dew.	W. Morrow, c1992.	['0688107818 (FPT) :']	0688107818	['91024943']	['24067421']	1004157	47	798	3684	nyu	W. Morrow
6874	Bly, Robert.	Bly, Robert	Brigidi, Stephen.			Bly, Robert	n79054927	79847862	Q472507	1992	mdp.39015024945076	ic	Angels of Pompeii / photographs by Stephen Brigidi ; poetry by Robert Bly.	Ballantine Books, 1992.	['0345377419']	0345377419	['91058181']	['24430528']	26946814	24	336	5	nyu	Ballantine Books
6875	Glancy, Diane.	Glancy, Diane				Glancy, Diane	n85814699	93980865	Q5271470	1992	mdp.39015022230901	ic	Claiming breath / Diane Glancy.	University of Nebraska Press, c1992.	['0803221401 (alk. paper) :']	0803221401	['91024637']	['24010150']	24984899	12	563	1837	nbu	University of Nebraska Press
6876	Brownstein, Oscar Lee.	Brownstein, Oscar Lee				Brownstein, Oscar Lee	n80070926	91765703	Q106489554	1991	mdp.39015025007785	ic	Strategies of drama : the experience of form / Oscar Lee Brownstein.	Greenwood Press, 1991.	['0313277540 (alk. paper)']	0313277540	['91010431']	['23253213']	2622019	12	253	3679	nyu	Greenwood Press
6877	Smiley, Jane.	Smiley, Jane				Smiley, Jane	n79143875	19714915	Q441067	1991	mdp.39015058018204	ic	A thousand acres / Jane Smiley.	Knopf : Distributed by Random House, 1991.	['0394577736 :']	0394577736	['91052720']	['23941156']	568476	348	5798	87	nyu	Knopf :
6878	Krim, Seymour 1922-	Krim, Seymour	Wolcott, James 1952-	Brooks, Peggy.		Krim, Seymour, 1922-	n90722925	112705190	Q7459196	1991	mdp.39015025005268	ic	What's this cat's story? : the best of Seymour Krim / ed ited by Peggy Brooks ; foreword by James Wolcott.	Paragon House, 1991.	['1557784701 :']	1557784701	['90026416']	['22907024']	426730804	2	158	3084	nyu	Paragon House
6879	Hansen, Ron 1947-	Hansen, Ron				Hansen, Ron, 1947-	n78045940	75895	Q3441396	1991	mdp.39015024994264	ic	Mariette in ecstasy / Ron Hansen.	E. Burlingame Books, c1991.	['0060182148 (cloth) :']	0060182148	['90056362']	['23733958']	25407266	47	1092	776	nyu	E. Burlingame Books
6880	Lauterbach, Ann 1942-	Lauterbach, Ann				Lauterbach, Ann, 1942-	n78090917	22164048	Q4766499	1991	mdp.39015024948732	ic	Clamor / Ann Lauterbach.	Viking, 1991.	['0670837555 :']	0670837555	['91050146']	['23356904']	24808802	2	202	4356	nyu	Viking
6881	Pesetsky, Bette 1932-	Pesetsky, Bette				Pesetsky, Bette, 1932-	n81037784	111333588		1991	mdp.39015024979307	ic	The late night muse / Bette Pesetsky.	HarperCollins Publishers, c1991.	['0060183020 :']	0060183020 :	['90056367']	['23287073']	25398341	20	192	110	nyu	HarperCollins Publishers
6882	Sward, Robert 1933-	Sward, Robert				Sward, Robert, 1933-	n50011549	9946730	Q7350183	1991	mdp.39015024956230	ic	Four incarnations : new & selected poems, 1957-1991 / Robert Sward.	Coffee House Press ; Available to bookstores through Consortium Book Sales and Distribution, 1991.	['0918273900 (acid-free paper) :']	0918273900	['91022836']	['23975697']	139362995	151	159	3391	mnu	Coffee House Press ;
6883	Cheever, John.	Cheever, John				Cheever, John	n78089819	2468135	Q336151	1991	mdp.39015021641892	ic	The journals of John Cheever.	Knopf, 1991.	['0394572742 :']	0394572742	['91052728']	['24373908']	6302946	45	1610	3660	nyu	Knopf
6884	Dubus, Andre 1936-1999	Dubus, Andre				Dubus, Andre, 1936-1999	n79134894	110787061	Q493118	1991	mdp.39015024932074	ic	Broken vessels / by Andre Dubus : introduction by Tobias Wolff.	D.R. Godine, 1991.	['0879238852 :']	0879238852	['91006711']	['23140520']	195759640	110	950	3855	mau	D.R. Godine
6885	Wilson, Robley.	Wilson, Robley				Wilson, Robley	n82018441	7419554	Q7353213	1991	mdp.39015024903018	ic	The victim's daughter : a novel / Robley Wilson.	Simon & Schuster, c1991.	['0671726188 :']	0671726188	['91015655']	['23648830']	203322955	11	270	424	nyu	Simon & Schuster
6886	Marshall, Paule 1929-	Marshall, Paule				Marshall, Paule, 1929-2019	n82051028	108676051	Q3898198	1991	txu.059173000316778	ic	Daughters / Paule Marshall.	Atheneum ; Maxwell Macmillan Canada ; Maxwell Macmillan International, 1991.	['0689121393 :']	0689121393	['91008219']	['23179256']	18104367	30	1518	3680	nyu	Atheneum ;
