The Index of Major Literary Prizes in the US – Post45 Data Collective,,,,,,,,,,,,,,,,
full_name,gender,mfa_degree,role,prize_year,prize_name,prize_amount,prize_institution,prize_type,prize_genre,author_wikidata,author_viaf,author_lccn,elite_institution,graduate_degree,stegner,title_of_winning_book
Cormac McCarthy,male,,winner,1992,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q272610,29558386,n82028392,,,,All The Pretty Horses
Philip Caputo,male,,judge,1992,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q7183328,34577119,n79151533,,,,All The Pretty Horses
Joy Williams,female,University of Iowa,judge,1992,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q6297286,17855227,n81082937,,graduate,,All The Pretty Horses
Toni Cade Bambara,female,,judge,1992,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q518455,64053034,n79059027,,graduate,,All The Pretty Horses
Matthew Dickman,male,"University of Texas, Austin",winner,2009,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q6790412,78608345,no2008175092,,graduate,,All-American Poem
Charles Harper Webb,male,University of Southern California,judge,2009,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q5078789,36077392,n90663599,,graduate,,All-American Poem
Robert Pinsky,male,,judge,2009,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q588807,79069348,n83039273,Stanford University,graduate,Stegner,All-American Poem
Paul Muldoon,male,,judge,2009,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q2061388,64048541,n81098944,,,,All-American Poem
Linda Gregerson,female,University of Iowa,judge,2009,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q6551613,29682677,n83187938,Stanford University,graduate,,All-American Poem
Allison Joseph,female,Indiana University,judge,2009,Kate Tufts Discovery Award,"10,000.00  $",Claremont Graduate University,book,poetry,Q4732772,16439070,n93052330,,graduate,,All-American Poem
Matthew Stadler,male,Columbia University,winner,2000,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q3728594,93250504,n90601027,Columbia University,graduate,,Allan Stein
Janet Peery,female,Wichita State University,winner,1994,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q6153546,21346740,n93017397,,graduate,,Alligator Dance
Philip Roth,male,,winner,1998,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q187019,100235370,n79125808,University of Chicago,graduate,,American Pastoral
Darcy O'Brien,male,,judge,1998,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q1165731,56656629,n50035338,Princeton University,graduate,,American Pastoral
Joel Conarroe,male,,judge,1998,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,,,,,graduate,,American Pastoral
Gail Caldwell,female,"University of Texas, Austin",judge,1998,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q5517051,78184914,n2005029467,,graduate,,American Pastoral
Peter Davison,male,,judge,1984,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q7173576,64018487,n80061240,Harvard University,,,American Primitive
Ann Stanford,female,,judge,1984,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q4766683,51818807,n50023982,Stanford University,graduate,,American Primitive
Mary Oliver,female,,winner,1984,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q454836,92313202,n82140034,,graduate,,American Primitive
Lucille Clifton,female,,judge,1984,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q458750,114393750,n79089567,,,,American Primitive
John Blair,male,,winner,2002,Drue Heinz Literature Prize,"15,000.00  $",University of Pittsburg Press,book,prose,Q3181069,30727597,n84204485,,graduate,,American Standard
Elizabeth Hardwick,female,,judge,2002,Drue Heinz Literature Prize,"15,000.00  $",University of Pittsburg Press,book,prose,Q465242,22261787,n79077178,,,,American Standard
Edward Hirsch,male,,judge,1992,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q5343460,46805662,n80153675,University of Pennsylvania,graduate,,An Atlas Of The Difficult World
Thomas Lux,male,,judge,1992,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q7791985,4959112,n79063797,,,,An Atlas Of The Difficult World
Adrienne Rich,female,,winner,1992,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q270705,16565,no2010203172,Radcliffe College,graduate,,An Atlas Of The Difficult World
Mona Van Duyn,female,,judge,1992,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q6897736,14898782,n81147222,,graduate,,An Atlas Of The Difficult World
Tom Cole,male,,winner,1966,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q26785088,75505357,n92034111,Harvard University,graduate,,An End To Chivalry
Akhil Sharma,male,,winner,2001,Hemingway Award for Debut Novel,"10,000.00  $",PEN America,book,prose,Q4700740,74034664,n00020898,"Princeton University, Stanford University, Harvard University",graduate,Stegner,An Obedient Father
Major Jackson,male,University of Oregon,judge,2019,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q6738100,162945253,n2001041364,,graduate,,Anagnorisis
David Wojahn,male,University of Arizona,judge,2019,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q5241252,68953589,n81104795,,graduate,,Anagnorisis
Kyle Dargan,male,Indiana University,winner,2019,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q55713617,1858488,n2004035194,,graduate,,Anagnorisis
Patricia Smith,female,University of Southern Maine,judge,2019,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q7145842,69005066,n92049682,,graduate,,Anagnorisis
Ron Childress,male,,winner,2014,Bellwether Prize for Socially Engaged Fiction,"25,000.00  $",PEN America,book,prose,Q32945231,315984804,n2015030853,,,,And West Is West
Kathy Pories,female,,judge,2014,Bellwether Prize for Socially Engaged Fiction,"25,000.00  $",PEN America,book,prose,,,,,graduate,,And West Is West
Nancy Pearl,female,,judge,2014,Bellwether Prize for Socially Engaged Fiction,"25,000.00  $",PEN America,book,prose,Q6962909,75645081,n99027581,,graduate,,And West Is West
Terry McMillan,female,,judge,2014,Bellwether Prize for Socially Engaged Fiction,"25,000.00  $",PEN America,book,prose,Q535856,84546714,n86098656,,,,And West Is West
Mackinlay Kantor,male,,winner,1956,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q1226282,46839470,n79140979,,,,Andersonville
Carlos Baker,male,,judge,1956,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q5041809,107027003,n50020883,"Dartmouth College, Harvard University, Princeton University",graduate,,Andersonville
Francis Brown,male,,judge,1956,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q60150800,57461376,n50039648,"Dartmouth College, Columbia University",graduate,,Andersonville
John Barkham,male,,judge,1972,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q39079032,238475212,n95065813,,,,Angle Of Repose
Maurice Dolbier,male,,judge,1972,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,,,,,,,Angle Of Repose
Wallace Stegner,male,,winner,1972,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q203460,110195864,n79021163,,graduate,,Angle Of Repose
Jean Stafford,female,,judge,1972,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q290633,109645819,n50053704,,,,Angle Of Repose
Alfred Kreynborg,male,,judge,1950,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,,,,,,,Annie Allen
Henry Seidel Canby,male,,judge,1950,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,Annie Allen
Louis Untermeyer,male,,judge,1950,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1872015,39541598,n79054344,,,,Annie Allen
Gwendolyn Brooks,female,,winner,1950,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q270715,113723435,n50041281,,,,Annie Allen
Robert Boyers,male,,judge,2012,Diamonstein-Spielvogel Award for the Art of the Essay,"15,000.00  $",PEN America,book,prose,Q95399463,4951792,n80060886,,graduate,,Arguably: Selected Essays
Christopher Hitchens,male,,winner,2012,Diamonstein-Spielvogel Award for the Art of the Essay,"15,000.00  $",PEN America,book,prose,Q49081,98819926,n84159549,,,,Arguably: Selected Essays
Ruth Reichl,female,,judge,2012,Diamonstein-Spielvogel Award For The Art Of The Essay,"15,000.00  $",PEN America,book,prose,Q2896645,37796447,n97045624,,graduate,,Arguably: Selected Essays
Janet Malcolm,female,,judge,2012,Diamonstein-Spielvogel Award for the Art of the Essay,"15,000.00  $",PEN America,book,prose,Q6153486,54244343,n79098078,,,,Arguably: Selected Essays
Joanna Scott,female,,winner,1991,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q6205957,46798884,no91009696,Brown University,graduate,,Arrogance
Richard Burton,male,,judge,1926,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q84554359,16015250,n50033772,,graduate,,Arrowsmith
Sinclair Lewis,male,,winner,1926,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q123469,39380311,n79023149,Yale University,,,Arrowsmith
Robert Lovett,male,,judge,1926,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,,,,Harvard University,,,Arrowsmith
Edwin Lefevre,male,,judge,1926,Pulitzer Prize,"15,000.00  $",Columbia University,book,prose,Q2556046,79111477,n50037985,,,,Arrowsmith
Nick Arvin,male,University of Iowa,winner,2006,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q7026727,36275373,n2002042145,Stanford University,graduate,,Articles Of War
Philip Levine,male,University of Iowa,winner,1980,National Book Award,"10,000.00  $",National Book Foundation,book,poetry,Q531273,110361442,n78093573,Stanford University,graduate,Stegner,Ashes: Poems New And Old
Hillary Jordan,female,Columbia University,judge,2019,Bellwether Prize for Socially Engaged Fiction,"25,000.00  $",PEN America,book,prose,Q5762565,1.89146E+20,n2007079280,Columbia University,graduate,,At The Edge Of The Haight
Katherine Seligman,female,,winner,2019,Bellwether Prize for Socially Engaged Fiction,"25,000.00  $",PEN America,book,prose,,4.15964E+18,n2020042410,Stanford University,graduate,,At The Edge Of The Haight
Barbara Kingsolver,female,,judge,2019,Bellwether Prize for Socially Engaged Fiction,"25,000.00  $",PEN America,book,prose,Q1264643,79097759,n87839639,,graduate,,At The Edge Of The Haight
Kathy Pories,female,,judge,2019,Bellwether Prize for Socially Engaged Fiction,"25,000.00  $",PEN America,book,prose,,,,,graduate,,At The Edge Of The Haight
Stanley Kunitz,male,,judge,1964,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1974852,109638294,n79007720,Harvard University,graduate,,At The End Of The Open Road
Louis Simpson,male,,winner,1964,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1871997,7509913,n50023694,Columbia University,graduate,,At The End Of The Open Road
Louis Untermeyer,male,,judge,1964,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q1872015,39541598,n79054344,,,,At The End Of The Open Road
John Barth,male,,winner,1973,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q315683,8.03316E+21,n50018099,,graduate,,Chimera
Evan Connell,male,,judge,1973,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q2693491,97745717,n50000126,Stanford University,graduate,Stegner,Augustus & Chimera
William H. Gass,male,,judge,1973,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q304874,108798167,n79096948,Cornell University,graduate,,Augustus & Chimera
Leslie Fielder,male,,judge,1973,National Book Award,"10,000.00  $",National Book Foundation,book,prose,,,,,graduate,,Augustus & Chimera
Jonathan Yardley,male,,judge,1973,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q15462185,69022113,n82269792,,,,Augustus & Chimera
Walker Percy,male,,judge,1973,National Book Award,"10,000.00  $",National Book Foundation,book,prose,Q176909,29539039,n80030460,,,,Augustus & Chimera
A. G. Mojtabai,female,,winner,1983,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q110940858,30091182,n79091270,Columbia University,graduate,,Autumn
Rafael Campo,male,,judge,1999,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q7282063,92108981,n94016553,,graduate,,Bathwater Wine
Toi Derricotte,female,,judge,1999,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q7813322,84492278,n78060944,,graduate,,Bathwater Wine
Marilyn Hacker,female,,judge,1999,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q3293094,91637977,n79141265,,,,Bathwater Wine
Wanda Coleman,female,,winner,1999,Lenore Marshall Poetry Prize,"25,000.00  $",Academy of American Poets,book,poetry,Q7967107,79081042,n79017249,,,,Bathwater Wine
A. R. Gurney,male,Yale University,judge,2013,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q328627,84234746,n50020353,,graduate,,Battleborn
Mark Strand,male,University of Iowa,judge,2013,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q928775,49272680,n79090257,Yale University,graduate,,Battleborn
Charles Wright,male,University of Iowa,judge,2013,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q2960465,110426741,n78095427,,graduate,,Battleborn
Louis Begley,male,,judge,2013,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q314843,84023825,n91018358,Harvard University,graduate,,Battleborn
Claire Vaye Watkins,female,Ohio State University,winner,2013,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q16211192,233086608,n2012017032,,graduate,,Battleborn
Alison Lurie,female,,judge,2013,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q272638,29537282,n79103776,Radcliffe College,,,Battleborn
Francine Prose,female,,judge,2013,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q2427599,112469802,n50020196,Radcliffe College,,,Battleborn
Louise Gluck,female,,judge,2013,Rosenthal Family Foundation Award,"10,000.00  $",American Academy of Arts and Letters,book,prose,Q2344210,84538845,n80005703,,,,Battleborn
Rigoberto González,male,University of Arizona,judge,2019,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q7333845,43620311,n98086894,,graduate,,Be With
Robyn Creswell,male,,judge,2019,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,,,,Brown University,graduate,,Be With
Dan Chiasson,male,,judge,2019,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q5213253,63365340,n2002029105,,graduate,,Be With
Forrest Gander,male,,winner,2019,Pulitzer Prize,"15,000.00  $",Columbia University,book,poetry,Q5470470,17296979,n87931071,,graduate,,Be With
Danielle Evans,female,University of Iowa,winner,2011,Robert W. Bingham Prize for Debut Short Story Collection,"25,000.00  $",PEN America,book,prose,,,,Columbia University,graduate,,Before You Suffocate Your Own Fool Self
Chris Abani,male,,judge,2017,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q1076935,61872289,n85352636,,graduate,,Behold The Dreamers
Chantel Acevedo,female,University of Miami,judge,2017,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,,,,,graduate,,Behold The Dreamers
Sigrid Nunez,female,Columbia University,judge,2017,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q7513133,27280224,n94067451,"Barnard College, Columbia University",graduate,,Behold The Dreamers
Imbolo Mbue,female,,winner,2017,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q23816363,315176836,n2015021216,Columbia University,graduate,,Behold The Dreamers
David Guterson,male,University of Washington,judge,2002,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q1174627,84055110,n88159394,,graduate,,Bel Canto
Ann Patchett,female,University of Iowa,winner,2002,Faulkner Award for Fiction,"15,000.00  $",PEN America,book,prose,Q433485,54362733,n91108359,,graduate,,Bel Canto
