record_id,wikidata_work_qid,title,creator,released,year_set,years_distant,multiyears,medium,genre,wikipedia_pg,verify_yr,notes,is_episode,predictions,source
amino_macross_1994,Q1883055,Macross 7,Tetsurō Amino,1994,2045,51,,television,adventure anime and manga,https://en.wikipedia.org/wiki/Macross_7,,,,,wikicategory
falk_phantom_1994,Q2184164,Phantom 2040,Lee Falk,1994,2040,46,,fiction,science fiction television program,https://en.wikipedia.org/wiki/Phantom_2040,,,,,wikicategory
hyams_time_1994,Q240849,Time Cop,Peter Hyams,1994,2004,10,,film,action film,https://en.wikipedia.org/wiki/Timecop,,,,"Time travel is used to fight crime.[6] Voice-activated self-driving cars are in general use. The film's antagonist is a candidate in the then-future 2004 United States presidential election. It is mentioned in passing that a white supremacist party has qualified for matching funds in said election, leading to calls to end the practice.",wikifilm; wikipast
yukich_double_1994,Q2532981,Double Dragon,James Yukich,1994,2007,13,,film,science fiction film,https://en.wikipedia.org/wiki/Double_Dragon_(film),,,,An earthquake levels Los Angeles in 2000.[33][34][6],wikidata; wikifilm; wikipast
anderson_space_1994,Q2646064,Space Precinct,Gerry Anderson,1994,2040,46,,television,police procedural,https://en.wikipedia.org/wiki/Space_Precinct,,,,,wikicategory
roth_a.p.e.x._1994,Q618274,A.P.E.X.,Phillip J. Roth,1994,2073,79,,film,science fiction film,https://en.wikipedia.org/wiki/A.P.E.X.,,,,,wikicategory; wikifilm
wallace_witness_1994,Q8028409,Witness to the Execution,Tommy Lee Wallace,1994,1999,5,,television,drama film,https://en.wikipedia.org/wiki/Witness_to_the_Execution,,,,"In 1999, US morality has fallen to such lows that the execution of an (innocent) person is treated as if it were the Super Bowl or a similar sports tournament.",wikipast; wikifilm
kojima_policenauts_1994,Q2632560,Policenauts,Hideo Kojima,1994,2012,18,2010-2013,video game,adventure video game,https://en.wikipedia.org/wiki/Policenauts,,Median of the years depicted.,,"Beyond Coast, mankind's first fully functional space colony, is completed. Three years later, five policemen from Earth are chosen to enforce the law among the first wave of general immigrants, becoming the titular Policenauts. The main story is set 27 years later in 2040, when one of the original Policenauts, Jonathan Ingram, is now working as a detective in Old Los Angeles after an accident during a space walking experiment left him stranded in space for 24 years in suspended animation, preserving his youth.""",wikipast
games_revolution_1994,Q3428563,Revolution X,Midway Games,1994,1996,2,,video game,shoot 'em up,https://en.wikipedia.org/wiki/Revolution_X,,,,"Takes place in a dystopian future where music, television and video games are banned, and the rock band Aerosmith is kidnapped.[113][114]""",wikipast
arts_urban_1994,Q1854477,Urban Strike,Electronic Arts,1994,2001,7,,video game,shoot 'em up,https://en.wikipedia.org/wiki/Urban_Strike,,,,"Predicts a terrorist attack on the World Trade Center Towers ""World Trade Center (1973–2001)"") in 2001.[139]",wikipast
morris_heart_1994,Q3017208,Heart of Ice,Dave Morris,1994,2300,306,"2015, 2031, 2037, 2054, 2300",fiction,,https://en.wikipedia.org/wiki/Dave_Morris_(writer)#Virtual_Reality_series,Full text of work,Year set is when bulk of narrative takes place,,"The action takes place in the 24th century when the Earth is going through an ice age due to a failure in the GAIA supercomputer controlling weather satellites.<br><br>In 2015, the first Global Economic Conference was convened due to the deterioration of the climate, as a result of which GAIA was created in 2031.",wikipast
shapiro_robocop_1994,Q762962,RoboCop (Canadian TV Series),Paul Shapiro,1994,2005,11,,television,action television series,https://en.wikipedia.org/wiki/RoboCop_(Canadian_TV_series),,,Q1033152,"In 2005, robotic policemen patrol the streets of Detroit, Michigan.""",wikipast
carson_star_1994,Q723679,Star Trek Generations,David Carson,1994,2371,377,"2293, 2371",film,action film,https://en.wikipedia.org/wiki/Star_Trek_Generations,,Year the majority of the narrative takes place.,Q1092,,wikidata; wikicategory; wikifilm
microprose_impossible_1994,Q2411285,Impossible Mission 2025,MicroProse,1994,2025,31,,video game,action game,https://en.wikipedia.org/wiki/Impossible_Mission_2025,,,,,wikicategory
stephenson_interface_1994,Q6046262,Interface,Neal Stephenson,1994,1996,2,,fiction,political novel,https://en.wikipedia.org/wiki/Interface_(novel),,,,,wikicategory
johnson_alien_1994,Q388219,Alien Nation: Dark Horizon,Kenneth Johnson,1994,1999,5,,film,science fiction,https://en.wikipedia.org/wiki/Alien_Nation:_Dark_Horizon,,,,,wikicategory
tognazzini_starfire_1994,Q7601834,Starfire video prototype,Bruce Tognazzini,1994,2004,10,,film,,https://en.wikipedia.org/wiki/Starfire_video_prototype,,,,,wikicategory; wikitext
pillsbury_knight_1994,Q1431544,Knight Rider 2010,Sam Pillsbury,1994,2010,16,,film,drama film,https://en.wikipedia.org/wiki/Knight_Rider_2010,,,,,wikicategory
fujio_21_1994,Q837496,21 Emon,Fujiko F. Fujio,1994,2018,24,,fiction,,https://en.wikipedia.org/wiki/21_Emon,,,,,wikicategory
malmuth_pentathlon_1994,Q1962710,Pentathlon,Bruce Malmuth,1994,1996,2,,film,action film,https://en.wikipedia.org/wiki/Pentathlon_(film),,,,,wikicategory
dynamics_crash_1994,Q3002151,Crash N Burn,Crystal Dynamics,1994,2044,50,,video game,racing video game,https://en.wikipedia.org/wiki/Crash_'N_Burn_(1993_video_game),,,,,wikitext
caspian_zero_1994,Q2772947,Zero 5,Caspian Software,1994,2044,50,,video game,action game,https://en.wikipedia.org/wiki/Zero-5,,,,,wikitext
design_battlecorps_1994,Q2891823,Battlecorps,Core Design,1994,2085,91,,video game,action game,https://en.wikipedia.org/wiki/Battlecorps,,,,,wikitext
kaminski_ghost_1994,Q1149863,Ghost Rider 2099,Len Kaminski,1994,2099,105,,comics,,https://en.wikipedia.org/wiki/Ghost_Rider_2099,,,,,wikitext
mindscape_metal_1994,Q11342889,Metal Marines,Mindscape,1994,2117,123,,video game,real-time strategy,https://en.wikipedia.org/wiki/Metal_Marines,,,,,wikitext
atlus_shin_1994,Q1992748,Shin Megami Tensei II,Atlus,1994,2050,56,20XX,video game,role-playing video game,https://en.wikipedia.org/wiki/Shin_Megami_Tensei_II,,,,,wikitext
stone_seed_1994,Q7750897,The Medusa Seed,Dave Stone,1994,2116,122,,fiction,,https://en.wikipedia.org/wiki/The_Medusa_Seed,,,Q85772276,,wikicategory
grant_hundredfold_1994,Q7740981,The Hundredfold Problem,John Grant,1994,2116,122,,fiction,,https://en.wikipedia.org/wiki/The_Hundredfold_Problem,,,Q85772276,,wikicategory
emmerich_stargate_1994,Q105801,Stargate,Roland Emmerich,1994,1996,2,,film,science fiction film,https://en.wikipedia.org/wiki/Stargate_(film),,,Q17486229,,wikifilm
halonen_lipton_1995,Q106224276,Lipton Cockton in the Shadows of Sodoma,Jari Halonen,1995,2037,42,,film,science fiction film,https://en.wikipedia.org/wiki/Lipton_Cockton_in_the_Shadows_of_Sodoma,,,,,wikidata
longo_johnny_1995,Q1129069,Johnny Mnemonic,Robert Longo,1995,2021,26,,film,action film,https://en.wikipedia.org/wiki/Johnny_Mnemonic_(film),,,,"""Mnemonic couriers"" carry sensitive information in their brains; the world is dominated by megacorporations. Correctly predicted the world would be in the midst of a pandemic.","wikipast; wikidata, wikifilm"
genki_kileak_1995,Q11297758,Kileak: The DNA Imperative,Genki,1995,2038,43,,video game,first-person shooter,https://en.wikipedia.org/wiki/Kileak:_The_DNA_Imperative,,,,,wikicategory
yonetani_2112_1995,Q1309634,2112: The Birth of Doraemon,Yoshitomo Yonetani,1995,2112,117,,film,adventure film,https://en.wikipedia.org/wiki/2112:_The_Birth_of_Doraemon,,,,,wikicategory
okawara_godzilla_1995,Q1514075,Godzilla vs. Destoroyah,Takao Okawara,1995,1996,1,,film,science fiction film,https://en.wikipedia.org/wiki/Godzilla_vs._Destoroyah,,,Q28859760,,wikifilm
leonard_virtuosity_1995,Q187414,Virtuosity,Brett Leonard,1995,1999,4,,film,thriller film,https://en.wikipedia.org/wiki/Virtuosity,,,,,wikidata
mcgee_sentinel_1995,Q20002434,Sentinel 2099,Michael McGee,1995,2099,104,,film,,https://en.wikipedia.org/wiki/Sentinel_2099,,,,,wikicategory
reardon_lisa's_1995,Q221028,"""Lisa's Wedding"" (from The Simpsons)",Jim Reardon,1995,2010,15,,television,animated sitcom,https://en.wikipedia.org/wiki/Lisa's_Wedding,,,Q886,"The episode depicts Big Ben as a digital clock that has not yet been properly set (i.e., it still shows 12:00). Emotional robots are common and car engines make the same sound as the flying cars in The Jetsons. World War III apparently occurred, in which the United Kingdom saved the United States.",wikipast
sega_vectorman_1995,Q2378952,Vectorman,Sega,1995,2043,48,,video game,action game,https://en.wikipedia.org/wiki/Vectorman,,,,,wikicategory
markle_white_1995,Q4083126,White Dwarf,Peter Markle,1995,3040,1045,,film,science fiction film,https://en.wikipedia.org/wiki/White_Dwarf_(film),,,,,wikicategory
betuel_theodore_1995,Q508937,Theodore Rex,Jonathan R. Betuel,1995,2030,35,,film,buddy cop film,https://en.wikipedia.org/wiki/Theodore_Rex_(film),,,,,wikifilm
arts_cybermage_1995,Q5197686,CyberMage: Darklight Awakening,Electronic Arts,1995,2044,49,,video game,first-person shooter,https://en.wikipedia.org/wiki/CyberMage:_Darklight_Awakening,,,,,wikicategory; wikitext
okamura_memories_1995,Q564403,Memories,Katsuhiro Otomo; Kōji Morimoto; Tensai Okamura,1995,2092,97,,film,action film,https://en.wikipedia.org/wiki/Memories_(1995_film),,,,,wikifilm
bolt_black_1995,Q57541112,"""Black Easter"" (from Screen Two)",Ben Bolt,1995,2000,5,,television,drama film,,,,Q7439022,"In 2000, a civil war in Russia results in a vast migration of refugees to Western Europe.",wikipast
blythe_infinite_1995,Q6029810,Infinite Requiem,Daniel Blythe,1995,2387,392,,fiction,novel,https://en.wikipedia.org/wiki/Infinite_Requiem,https://tardis.fandom.com/wiki/Infinite_Requiem_(novel),,Q34316,,wikicategory
gainax_neon_1995,Q662,Neon Genesis Evangelion,Hideaki Anno; Gainax,1995,2015,20,,television,drama anime,https://en.wikipedia.org/wiki/Neon_Genesis_Evangelion,,,Q66834583,"Children in giant mechas fight giant alien monsters. Followed by a clip show film, Neon Genesis Evangelion: Death & Rebirth and a direct film sequel, The End of Evangelion.",wikipast
marley_managra_1995,Q6746746,Managra,Stephen Marley,1995,3278,1283,,fiction,vampire fiction,https://en.wikipedia.org/wiki/Managra,http://tardis.wikia.com/wiki/Managra_(novel),,Q34316,,wikicategory
roberts_naked_1995,Q6960526,Naked in Death,Nora Roberts,1995,2058,63,,fiction,detective fiction,https://en.wikipedia.org/wiki/Naked_in_Death,,,,,wikicategory
lane_original_1995,Q7102575,Original Sin,Andy Lane,1995,2975,980,,fiction,novel,https://en.wikipedia.org/wiki/Original_Sin_(Lane_novel),https://tardis.fandom.com/wiki/Original_Sin_(novel),,Q34316,,wikicategory
badiyi_past_1995,Q7142921,Past Tense,Reza Badiyi,1995,2024,29,,fiction,,https://en.wikipedia.org/wiki/Past_Tense_(Star_Trek:_Deep_Space_Nine),,,,,wikicategory
morgan_space_1995,Q729265,Space: Above and Beyond,Glen Morgan,1995,2063,68,,television,science fiction television program,https://en.wikipedia.org/wiki/Space:_Above_and_Beyond,,,,,wikicategory
_original_1995,Q7375288,Original Sin,,1995,2975,980,,fiction,,https://en.wikipedia.org/wiki/Roz_Forrester,https://tardis.fandom.com/wiki/Original_Sin_(novel),,Q34316,,wikicategory
dicks_shakedown_1995,Q7462675,Shakedown: Return of the Sontarans,Terrance Dicks,1995,2500,505,,film,science fiction film,https://en.wikipedia.org/wiki/Shakedown:_Return_of_the_Sontarans,,,Q34316,,wikicategory
day_menagerie_1995,Q7751011,The Menagerie,Martin Day,1995,3400,1405,,fiction,novel,https://en.wikipedia.org/wiki/The_Menagerie_(novel),https://tardis.fandom.com/wiki/The_Menagerie_(novel),,Q34316,,wikicategory
bulis_sorcerer's_1995,Q7765321,The Sorcerer's Apprentice,Christopher Bulis,1995,2991,996,,fiction,science fiction,https://en.wikipedia.org/wiki/The_Sorcerer's_Apprentice_(Bulis_novel),https://tardis.fandom.com/wiki/The_Sorcerer%27s_Apprentice_(novel),,Q34316,,wikicategory
roberts_zamper_1995,Q8065950,Zamper,Gareth Roberts,1995,5900,3905,,fiction,novel,https://en.wikipedia.org/wiki/Zamper,https://www.whoniverse.net/discontinuity/na41,,,,wikicategory
pittman_harrison_1995,Q938612,Harrison Bergeron,Bruce Pittman,1995,2053,58,,film,science fiction film,https://en.wikipedia.org/wiki/Harrison_Bergeron_(film),,,,,wikifilm
aibar_atolladero_1995,Q3628988,Atolladero,Óscar Aibar,1995,2048,53,,film,science fiction film,,,,,,wikidata
oshii_ghost_1995,Q1066948,Ghost in the Shell,Mamoru Oshii,1995,2029,34,,film,science fiction film,https://en.wikipedia.org/wiki/Ghost_in_the_Shell_(1995_film),,,,,wikicategory; wikifilm
volk_steel_1995,Q12128095,Steel Frontier,Joe Hart; Paul G. Volk,1995,2019,24,,film,action film,https://en.wikipedia.org/wiki/Steel_Frontier,,,,"Post-apocalyptic neo-Western.[8] Stars Brion James, who also starred in Blade Runner, another film set in 2019.",wikifilm; wikipast
gilliam_12_1995,Q175038,12 Monkeys,Terry Gilliam,1995,2035,40,"2035, 1996",film,dystopian film,https://en.wikipedia.org/wiki/12_Monkeys,,Majority of work set in 2035,,A virus wipes out most of humanity in 1996.,wikicategory; wikifilm; wikipast
talalay_tank_1995,Q2300632,Tank Girl,Rachel Talalay,1995,2033,38,,film,action film,https://en.wikipedia.org/wiki/Tank_Girl_(film),,,,,wikicategory; wikifilm
kawamori_macross_1995,Q2384898,Macross Plus,Shōji Kawamori,1995,2040,45,,film,mecha,https://en.wikipedia.org/wiki/Macross_Plus,,,,,wikicategory; wikifilm
reynolds_waterworld_1995,Q272595,Waterworld,Kevin Reynolds,1995,2500,505,,film,action film,https://en.wikipedia.org/wiki/Waterworld,,"Italian and Romanian Wikipedia pages for Waterworld list the year as 2468. But a footnote on English Wikipedia reads, “Although no exact date was given in the film itself, it has been suggested that it takes place in 2500. [The Making of Waterworld by Janine Pourroy (August 1995). Production designer Dennis Gassner states: ‘The date was 2500.’]” https://en.wikipedia.org/wiki/Waterworld#cite_note-4",,,wikicategory; wikifilm
murdoch_rise_1995,none,Rise of the Robots,Jim Murdoch,1995,2043,48,,video game,videogame novelization,https://en.wikipedia.org/wiki/Rise_of_the_Robots:_The_Novel,,no Wikidata entry. A novelization of Q644838,,,wikicategory
bigelow_strange_1995,Q550529,Strange Days,Kathryn Bigelow,1995,1999,4,,film,science fiction film,https://en.wikipedia.org/wiki/Strange_Days_(film),,,,"Events occur near the end of the 1990s; a person's memories in their brain can be recorded on a disc called a ""SQUID"" that others can steal.[6]",wikifilm; wikipast
duguay_screamers_1995,Q555995,Screamers,Christian Duguay,1995,2078,83,,film,science fiction film,https://en.wikipedia.org/wiki/Screamers_(1995_film),,,,,wikicategory; wikifilm
cannon_judge_1995,Q645597,Judge Dredd,Danny Cannon,1995,2110,115,2080-2139,film,action film,https://en.wikipedia.org/wiki/Judge_Dredd_(film),,Year set is median of the periods portrayed in the work.,Q85772276,,wikicategory; wikifilm
sega_alien_1995,Q1134672,Alien Soldier,Sega,1995,2015,20,,video game,action game,https://en.wikipedia.org/wiki/Alien_Soldier,,,,"In 2015, A-Humans"" live on ""A-Earth"" and create superintelligent cyborgs.""",wikipast
intracorp_corridor_1995,Q2295252,Corridor 7,IntraCorp,1995,2012,17,,video game,first-person shooter,https://en.wikipedia.org/wiki/Corridor_7,,,,A crewed expedition to Mars returns with an artifact which is examined in a top-secret facility. It opens an interdimensional portal from which alien creatures invade the installation.,wikipast
kurosawa_hong_1995,Q865277,Hong Kong 97,Kowloon Kurosawa,1995,1997,2,,video game,multidirectional shooter,https://en.wikipedia.org/wiki/Hong_Kong_97_(video_game),,,,Set during the 1997 transfer of sovereignty over Hong Kong by the UK. The game correctly predicted that Deng Xiaoping would die in 1997.,wikipast
taito_psychic_1995,Q5226595,Psychic Force,Taito,1995,2010,15,,video game,,https://en.wikipedia.org/wiki/Psychic_Force,,,,"Set in a future where ""phychiccers"" are shunned by normal humans.",wikipast
softworks_terminator_1995,Q1475613,The Terminator: Future Shock,Bethesda Softworks,1995,2015,20,,video game,first-person shooter,https://en.wikipedia.org/wiki/The_Terminator:_Future_Shock,,,,"Depicts Judgement Day as occurring in 1995, rather than 1997.",wikipast
berman_star_1995,Q156329,Star Trek: Voyager,Rick Berman,1995,2375,380,2371-2378,television,science fiction television program,https://en.wikipedia.org/wiki/Star_Trek:_Voyager,https://memory-alpha.fandom.com/wiki/Star_Trek:_Enterprise,Median of the years depicted in the work.,Q1092,,wikidata; wikicategory
acclaim_demolition_1995,Q3022202,Demolition Man,Acclaim Entertainment,1995,2032,37,,video game,platform game,https://en.wikipedia.org/wiki/Demolition_Man_(video_game),,,,,wikicategory
itō_farewell_1995,Q1294193,Farewell to Nostradamus,Shunya Itō,1995,1999,4,,film,crime film,https://en.wikipedia.org/wiki/Farewell_to_Nostradamus,,,,,wikicategory
glickenhaus_timemaster_1995,Q29167575,Timemaster,James Glickenhaus,1995,2006,11,"1996, 2006, 2007",film,,https://en.wikipedia.org/wiki/Timemaster_(film),,Median of the years depicted in the work.,,,wikicategory
cartmel_warlock_1995,Q7969505,Warlock,Andrew Cartmel,1995,2014,19,,fiction,,https://en.wikipedia.org/wiki/Warlock_(Cartmel_novel),,,,,wikicategory
bonta_flight_1995,Q14911896,Flight: A Quantum Fiction Novel,Vanna Bonta,1995,2001,6,,fiction,science fiction,https://en.wikipedia.org/wiki/Flight:_A_Quantum_Fiction_Novel,,,,,wikicategory
sawyer_terminal_1995,Q3062494,The Terminal Experiment,Robert J. Sawyer,1995,2011,16,,fiction,science fiction novel,https://en.wikipedia.org/wiki/The_Terminal_Experiment,,,,,wikicategory
