,nea_person_id,full_name_lastfirst,full_name_firstlast,given_name_middle,family_name,nea_grant_year,other_nea_grant,country,us_state,hometown,birth_year,gender,race_ethnicity,ba,ba2,ma,ma2,phd,mfa,mfa2,post45_hathi_entry
178,553,"Connellan, Leo",Leo Connellan,Leo,Connellan,1970,,USA,CT,Clinton,1928,male,uniden,,,,,,,,
179,673,"Deck, David",David Deck,David,Deck,1970,,USA,CA,San Francisco,,male,uniden,,,,,,,,
180,701,"Dexter, Pete",Pete Dexter,Pete,Dexter,1970,,USA,FL,Fort Lauderdale,1943,male,uniden,University of South Dakota,,,,,,,Yes
181,704,"di Emidio, Monica",Monica di Emidio,Monica,di Emidio,1970,,USA,CA,San Francisco,,female,uniden,San Francisco State University,,,,,,,
182,885,"Flint, Roland",Roland Flint,Roland,Flint,1970,1981,USA,MD,Silver Spring,1934,male,uniden,University of North Dakota,,Marquette University,,University of Minnesota,,,
183,907,"Fowler, Gene",Gene Fowler,Gene,Fowler,1970,,USA,CA,Berkeley,1931,male,uniden,,,,,,,,
184,921,"Fraser, Kathleen",Kathleen Fraser,Kathleen,Fraser,1970,1977,USA,CA,San Francisco,1935,female,uniden,Occidental College,,,,,,,
185,1002,"Giovanni, Nikki",Nikki Giovanni,Nikki,Giovanni,1970,,USA,NY,New York,1943,female,afam,Fisk University,,,,,,,Yes
186,1019,"Gluck, Louise",Louise Gluck,Louise,Gluck,1970,"1979, 1988",USA,VT,Plainfield,1943,female,uniden,,,,,,,,
187,1034,"Goldfarb, Sidney",Sidney Goldfarb,Sidney,Goldfarb,1970,,USA,NY,New York,1942,male,uniden / jewish,Harvard University,,,,,,,
188,1128,"Hall, Walter",Walter Hall,Walter,Hall,1970,,USA,OR,Tigard,,male,uniden,,,,,,,,
189,1224,"Heyman, Arlene",Arlene Heyman,Arlene,Heyman,1970,,USA,NY,Syracuse,1940,female,uniden / jewish,Bennington College,,,,,Syracuse University,,
190,1226,"Hiatt, Ben L.",Ben L. Hiatt,Ben L.,Hiatt,1970,,USA,CA,Sacramento,1942,male,uniden,,,,,,,,
191,1289,"Howe, Fanny",Fanny Howe,Fanny,Howe,1970,1991,USA,CA,La Jolla,1940,female,uniden,,,,,,,,Yes
192,1371,"Johnson, Ronald",Ronald Johnson,Ronald,Johnson,1970,1975,USA,CA,San Francisco,1935,male,uniden,Columbia University,,,,,,,
193,1446,"Kelly, David M.",David M. Kelly,David M.,Kelly,1970,"1976, 1992",USA,NY,Geneseo,1938,male,uniden,Michigan State University,,Michigan State University,,,University of Iowa,,
194,1475,"Kgositsile, Keorapetse",Keorapetse Kgositsile,Keorapetse,Kgositsile,1970,,USA,NY,New York,1938,male,afam,,,,,,,,
195,1599,"Lee, Don",Don Lee,Don,Lee,1970,1981,USA,IL,Chicago,,male,uniden,St Olaf College,,Boston University,,,,,
196,1719,"Manalli, F.S.",F.S. Manalli,F.S.,Manalli,1970,,USA,CA,Santa Rosa,,male,uniden,,,,,,,,
197,2003,"Naumoff, Lawrence",Lawrence Naumoff,Lawrence,Naumoff,1970,,USA,NC,Carrboro,1946,male,uniden,University of North Carolina Chapel Hill,,,,,,,Yes
198,2103,"Ortiz, Simon J.",Simon J. Ortiz,Simon J.,Ortiz,1970,1982,USA,NM,Pueblo of Acoma,1941,male,indigenous,University of New Mexico,,,,,University of Iowa,,
199,2144,"Patterson, Raymond R.",Raymond R. Patterson,Raymond R.,Patterson,1970,,USA,NY,Merrick,1929,male,afam,Lincoln University,,New York University,,,,,
200,2177,"Pfister, Arthur",Arthur Pfister,Arthur,Pfister,1970,,USA,LA,New Orleans,,male,afam,State University of New York New Paltz,,,,,Johns Hopkins University,,
201,2341,"Rodgers, Carolyn M.",Carolyn M. Rodgers,Carolyn M.,Rodgers,1970,,USA,IL,Chicago,1940,female,afam,Roosevelt University,,University of Chicago,,,,,
202,2386,"Rubin, Rick",Rick Rubin,Rick,Rubin,1970,,USA,OR,Portland,1931,male,uniden,Stanford University,,,,,,,
203,2390,"Ruggles, Eugene",Eugene Ruggles,Eugene,Ruggles,1970,,USA,CA,Bodega Bay,1935,male,uniden,,,,,,,,
204,2438,"Sauls, Roger",Roger Sauls,Roger,Sauls,1970,,USA,NC,Chapel Hill,,male,uniden,,,,,,,,
205,2485,"Sebenthall, Roberta E.",Roberta E. Sebenthall,Roberta E.,Sebenthall,1970,,USA,WI,Mount Horeb,1917,female,uniden,,,,,,,,
206,2491,"Seidman, Hugh",Hugh Seidman,Hugh,Seidman,1970,"1972, 1985",USA,NY,New York,1940,male,uniden / jewish,Brooklyn Collegiate and Polytechnic Institute,,University of Minnesota,,,Columbia University,,
207,2559,"Silko, Leslie Marmon",Leslie Marmon Silko,Leslie Marmon,Leslie Marmon,1970,1974,USA,AZ,Laguna Pueblo Reservation,1948,female,indigenous,University of New Mexico,,,,,,,Yes
208,2661,"St. John, Primus",Primus St. John,Primus,St. John,1970,"1975, 1982",USA,OR,West Linn,1939,male,black / caribam,University of Maryland,Lewis and Clark College,,,,,,
209,2842,"Ullian, Robert",Robert Ullian,Robert,Ullian,1970,,USA,NY,Merrick,1944,male,uniden / jewish,University of Massachusetts Amherst,,,,,Columbia University,,
210,2901,"Walker, Alice",Alice Walker,Alice,Walker,1970,"1973, 1978",USA,NY,Brooklyn,1944,female,afam,Sarah Lawrence College,,,,,,,Yes
211,2957,"Welch, James",James Welch,James,Welch,1970,,USA,MT,Missoula,1940,male,indigenous,University of Montana,,,,,,,Yes
212,3080,"Young, Geoffrey M.",Geoffrey M. Young,Geoffrey M.,Young,1970,1978,USA,CA,Berkeley,,male,uniden,University of California Santa Barbara,,University of California Santa Barbara,,,,,
213,3099,"Zeugner, John",John Zeugner,John,Zeugner,1970,,USA,FL,Tallahasse,1938,male,uniden,Harvard University,,Florida State University,,Florida State University,,,
214,996,"Gildner, Gary",Gary Gildner,Gary,Gildner,1971,1976,USA,IA,Des Moines,1938,male,uniden,Michigan State University,,Michigan State University,,,,,Yes
215,2047,"Nova, Craig",Craig Nova,Craig,Nova,1971,"1974, 1985",USA,VT,West Dover,1945,male,uniden,Boston University,,,,,,,Yes
216,372,"Buell, Frederick",Frederick Buell,Frederick,Buell,1972,,USA,NY,New York,1942,male,uniden,Yale University,,,,Cornell University,,,
217,377,"Bullis, Jerald",Jerald Bullis,Jerald,Bullis,1972,,USA,WI,Appleton,1951,male,uniden,Washington University in St Louis,,Cornell University,,Cornell University,,,
218,461,"Ceravelo, Joseph",Joseph Ceravelo,Joseph,Ceravelo,1972,,USA,NJ,Bloomfield,1934,male,uniden / italianam,City College of New York,,,,,,,
219,722,"Dizenzo, Charles",Charles Dizenzo,Charles,Dizenzo,1972,,USA,NY,New York,1938,male,uniden,New York University,,,,,,,
220,796,"Elkin, Stanley",Stanley Elkin,Stanley,Elkin,1972,,USA,MO,Universal City,1930,male,uniden,University of Illinois Urbana Champaign,,,,University of Illinois Urbana Champaign,,,Yes
221,799,"Elman, Richard",Richard Elman,Richard,Elman,1972,,USA,NY,New York,1932,male,uniden,Syracuse University,,,,,Stanford University,,
222,811,"Epstein, Leslie D.",Leslie D. Epstein,Leslie D.,Epstein,1972,1981,USA,MA,Brookline,1938,male,uniden / jewish,Yale University,,University of California Los Angeles,,Yale University,,,
223,869,"Fine, Warren",Warren Fine,Warren,Fine,1972,1980,USA,NE,Lincoln,1943,male,uniden,University of Kansas,,,,,Johns Hopkins University,,Yes
224,943,"Gaines, Fred",Fred Gaines,Fred,Gaines,1972,,USA,WI,Somerset,1937,male,uniden,University of Nebraska,,University of Nebraska,University of Manchester,University of Minnesota,,,
225,960,"Gardner, John",John Gardner,John,Gardner,1972,,USA,IL,Carbondale,1933,male,uniden,Washington University in St Louis,,University of Iowa,,University of Iowa,,,Yes
226,1042,"Goodwin, Stephen",Stephen Goodwin,Stephen,Goodwin,1972,1983,USA,DC,Washington,1943,male,uniden,Harvard University,,University of Virginia,,,,,Yes
227,1071,"Greenberg, Alvin",Alvin Greenberg,Alvin,Greenberg,1972,1992,USA,MN,St. Paul,1932,male,uniden,University of Cincinnati,,,,University of Washington,,,Yes
228,1144,"Hanson, Pauline",Pauline Hanson,Pauline,Hanson,1972,,USA,NY,Saratoga Springs,,female,uniden,,,,,,,,
229,1320,"Inada, Lawson Fusao",Lawson Fusao Inada,Lawson Fusao,Inada,1972,1979,USA,OR,Ashland,1938,male,asianam,California State University,,,,,University of Iowa,University of Oregon,
230,1331,"Jackmon, Marvin",Marvin Jackmon,Marvin,Jackmon,1972,,USA,CA,San Francisco,1944,male,afam,San Francisco State University,,San Francisco State University,,,,,
231,1453,"Kennedy, Adrienne",Adrienne Kennedy,Adrienne,Kennedy,1972,,USA,CT,New Haven,1931,female,afam,Ohio State University,,,,,,,
232,1512,"Knight, Etheridge",Etheridge Knight,Etheridge,Knight,1972,1981,USA,TN,Memphis,1931,male,afam,,,,,,,,
233,1794,"McAuley, James",James McAuley,James,McAuley,1972,,USA,WA,Four Lakes,1936,male,uniden / irisham,University College Dublin,,,,,University of Arkansas,,
234,1858,"McPherson, James",James McPherson,James,McPherson,1972,,USA,CA,Berkeley,1943,male,afam,Morris Brown College,,,,,University of Iowa,,
235,1882,"Meredith, William",William Meredith,William,Meredith,1972,1984,USA,DC,Washington,1919,male,uniden,Princeton University,,,,,,,
236,2041,"Noonan, John Ford",John Ford Noonan,John Ford,Noonan,1972,1980,USA,NY,New York,1941,male,uniden,Brown University,,Carnegie Mellon University,,,,,
237,2082,"Oliver, Mary",Mary Oliver,Mary,Oliver,1972,,USA,CA,Provincetown,1935,female,uniden,Ohio State University,,,,,,,
238,2119,"Painter, Charlotte",Charlotte Painter,Charlotte,Painter,1972,,USA,CA,Berkeley,1926,female,uniden,Louisiana State University,,,,,Stanford University,,Yes
239,2138,"Pasten, Linda",Linda Pasten,Linda,Pasten,1972,,USA,MD,Rockville,1932,female,uniden / jewish,Radcliffe College,,Brandeis University,,,,,
240,2244,"Raab, Lawrence",Lawrence Raab,Lawrence,Raab,1972,1984,USA,MA,Williamstown,1946,male,uniden,Middlebury College,,Syracuse University,,,,,
241,2253,"Rakosi, Carl",Carl Rakosi,Carl,Rakosi,1972,1979,USA,CA,San Francisco,1903,male,white / jewish,University of Wisconsin Madison,,University of Pennsylvania,,,,,
242,2305,"Rice, Stanley",Stanley Rice,Stanley,Rice,1972,1966,USA,CA,San Francisco,1942,male,uniden,San Francisco State University,Texas State University,San Francisco State University,,,,,
243,2325,"Rivera, Edward",Edward Rivera,Edward,Rivera,1972,,USA,NY,New York,1944,male,latinx,City College of New York,,,,,Columbia University,,Yes
244,2462,"Schuyler, James",James Schuyler,James,Schuyler,1972,,USA,NY,Southampton,1923,male,uniden,,,,,,,,Yes
245,2491,"Seidman, Hugh",Hugh Seidman,Hugh,Seidman,1972,"1970, 1985",USA,NY,New York,1940,male,uniden / jewish,Brooklyn Collegiate and Polytechnic Institute,,University of Minnesota,,,Columbia University,,
246,2618,"Smith, William Jay",William Jay Smith,William Jay,Smith,1972,,USA,DC,Washington,1918,male,uniden,Washington University in St Louis,,Washington University in St Louis,,,,,
247,2675,"Stapleton, Laurence",Laurence Stapleton,Laurence,Stapleton,1972,,USA,PA,Bryn Mawr,,male,uniden,,,,,,,,
248,2692,"Steingass, David",David Steingass,David,Steingass,1972,,USA,NH,Haverhill,,male,uniden,,,,,,,,
249,2715,"Strongin, Lynn",Lynn Strongin,Lynn,Strongin,1972,,USA,NM,Albuquerque,1939,female,uniden,City University of New York Hunter College,,Stanford University,,,,,
250,2777,"Terry, Megan",Megan Terry,Megan,Terry,1972,,USA,NE,Omaha,1932,female,uniden,University of Washington,,,,,,,
251,2848,"Valentine, Jean",Jean Valentine,Jean,Valentine,1972,,USA,NY,New York,1934,female,uniden,Radcliffe College,,Radcliffe College,,,,,
252,2921,"Ward, Robert",Robert Ward,Robert,Ward,1972,,USA,NY,Geneva,1917,male,uniden,Towson State University,,,,,University of Arkansas,,Yes
253,3001,"Williamson, Alan",Alan Williamson,Alan,Williamson,1972,,USA,VA,Charlottesville,1944,male,uniden,Haverford College,,Harvard University,,Harvard University,,,
254,3063,"Yankowitz, Susan",Susan Yankowitz,Susan,Yankowitz,1972,1980,USA,NY,New York,1941,female,white,Sarah Lawrence College,,,,,Yale University,,Yes
255,49,"Alonso, Juan",Juan Alonso,Juan,Alonso,1973,,USA,MA,Somerville,,male,latinx,Harvard University,,Middlebury College,,Brown University,,,
256,61,"Anderson, Jack",Jack Anderson,Jack,Anderson,1973,1969,USA,NY,New York,1935,male,white,Northwestern University,,,,,Indiana University,,Yes
257,99,"Aubert, Alvin",Alvin Aubert,Alvin,Aubert,1973,1981,USA,MI,Detroit,1930,male,afam,Southern University,,University of Michigan Ann Arbor,,,,,
258,195,"Bennett, Paul",Paul Bennett,Paul,Bennett,1973,,USA,OH,Granville,1921,male,uniden,Denison University,,Harvard University,,,,,
259,205,"Bergson, Deidre L.",Deidre L. Bergson,Deidre L.,Bergson,1973,,USA,NY,New York,,female,uniden / angloam,,,,,,,,
260,347,"Brown, Kenneth",Kenneth Brown,Kenneth,Brown,1973,,USA,NY,Brooklyn,1936,male,uniden,,,,,,,,
261,352,"Brown, Rosellen",Rosellen Brown,Rosellen,Brown,1973,1981,USA,NH,Peterborough,1939,female,uniden,Barnard College,,,,,,,Yes
262,375,"Bukowski, Charles",Charles Bukowski,Charles,Bukowski,1973,,USA,CA,Los Angeles,1920,male,uniden / germanam,,,,,,,,Yes
263,519,"Clifton, Lucille",Lucille Clifton,Lucille,Clifton,1973,1970,USA,MD,Baltimore,1936,female,afam,State University of New York Fredonia,,,,,,,Yes
264,527,"Codrescu, Andrei",Andrei Codrescu,Andrei,Codrescu,1973,,USA,CA,San Francisco,1946,male,uniden,,,,,,,,Yes
265,583,"Costello, Mark P.",Mark P. Costello,Mark P.,Costello,1973,1991,USA,IL,Champaign,1936,male,uniden,University of Illinois Urbana Champaign,,,,,University of Iowa,,
266,597,"Crawford, Stanley",Stanley Crawford,Stanley,Crawford,1973,1990,USA,NM,Dixon,1937,male,uniden,University of Chicago,,University of California Berkeley,,,,,
267,633,"Dahlberg, Edward",Edward Dahlberg,Edward,Dahlberg,1973,1966,USA,NY,New York,1900,male,uniden,Columbia University,,,,,,,Yes
268,652,"Davis, Alfred I.",Alfred I. Davis,Alfred I.,Davis,1973,,USA,NY,Bronx,,male,uniden,,,,,,,,
269,674,"Deck, John",John Deck,John,Deck,1973,,USA,CA,Santa Cruz,1931,male,uniden,,,,,,San Francisco State University,,Yes
270,684,"Delbanco, Nicholas",Nicholas Delbanco,Nicholas,Delbanco,1973,1983,USA,VT,Bennington,1942,male,uniden,Harvard University,,Columbia University,,,,,Yes
271,706,"di Prima, Diane",Diane di Prima,Diane,di Prima,1973,1979,USA,CA,San Francisco,1934,female,uniden,Swarthmore College,,,,,,,
272,771,"Dunn, Stephen E.",Stephen E. Dunn,Stephen E.,Dunn,1973,"1981, 1989",USA,NJ,Port Republic,1939,male,uniden,Hofstra University,,,,,Syracuse University,,
273,815,"Erhart, Stephen C.",Stephen C. Erhart,Stephen C.,Erhart,1973,,USA,CA,San Jose,,male,uniden,,,,,,,,
274,871,"Finkel, Donald",Donald Finkel,Donald,Finkel,1973,,USA,MO,St. Louis,1929,male,uniden,Columbia University,,Columbia University,,,,,
275,906,"Foster, Paul",Paul Foster,Paul,Foster,1973,,USA,NY,New York,1931,male,uniden,Rutgers University,St Johns University,,,,,,
276,912,"France, Richard",Richard France,Richard,France,1973,1980,USA,WI,Appleton,1938,male,uniden,,,,,Carnegie Mellon University,Carnegie Mellon University,,
277,941,"Gagliano, Frank",Frank Gagliano,Frank,Gagliano,1973,,USA,FL,Tallahassee,1931,male,uniden,University of Iowa,,,,,Columbia University,,
278,1130,"Halpern, Daniel",Daniel Halpern,Daniel,Halpern,1973,"1974, 1987",USA,NY,New York,1945,male,uniden,Columbia University,,,,,,,
279,1363,"Johnson, Curtis L.",Curtis L. Johnson,Curtis L.,Johnson,1973,1981,USA,IL,Chicago,1928,male,uniden,Augustana College,,,,,,,
280,1391,"Jong, Erica",Erica Jong,Erica,Jong,1973,,USA,NY,New York,1942,female,uniden,Barnard College,,,,,,,Yes
281,1415,"Kaplan, Johanna",Johanna Kaplan,Johanna,Kaplan,1973,,USA,NY,New York,1942,female,uniden / jewish,New York University,,Columbia University,,,,,Yes
282,1456,"Kennedy, Richard S.",Richard S. Kennedy,Richard S.,Kennedy,1973,,USA,PA,Merion,1920,male,uniden,University of California Los Angeles,,University of Chicago,,Harvard University,,,
283,1497,"Kirkpatrick, Smith",Smith Kirkpatrick,Smith,Kirkpatrick,1973,,USA,FL,Gainesville,1922,male,uniden,,,,,,,,
284,1505,"Klappert, Peter",Peter Klappert,Peter,Klappert,1973,1979,USA,VA,Alexandria,1942,male,uniden,Cornell University,,University of Iowa,,,University of Iowa,,
285,1523,"Koller, James",James Koller,James,Koller,1973,,USA,ME,Wayne,1936,male,uniden,North Central College,,,,,,,Yes
286,1623,"Levine, Allen",Allen Levine,Allen,Levine,1973,1998,USA,NY,New York,,male,uniden,University of Chicago,,Harvard University,,Harvard University,,,
287,1628,"Levis, Larry",Larry Levis,Larry,Levis,1973,"1984, 1989",USA,MO,Columbia,1946,male,uniden,California State University Fresno,,Syracuse University,,University of Iowa,,,Yes
288,1700,"MacDonald, Cynthia",Cynthia MacDonald,Cynthia,MacDonald,1973,1990,USA,TX,Houston,1928,female,uniden,Bennington College,,,,,Sarah Lawrence College,,
289,1830,"McElroy, Joseph",Joseph McElroy,Joseph,McElroy,1973,,USA,NY,New York,1930,male,uniden,Williams College,,Columbia University,,Columbia University,,,Yes
290,1868,"Meek, Jay",Jay Meek,Jay,Meek,1973,,USA,NY,Manlius,1937,male,uniden,University of Michigan Ann Arbor,,,,,Syracuse University,,Yes
291,1883,"Meriwether, Louise M.",Louise M. Meriwether,Louise M.,Meriwether,1973,,USA,NY,Bronx,1923,female,afam,New York University,,University of California Los Angeles,,,,,
292,1905,"Miller, Heather Ross",Heather Ross Miller,Heather Ross,Miller,1973,1968,USA,NC,Elizabethtown,1939,female,uniden,University of North Carolina Greensboro,,,,,University of North Carolina Greensboro,,Yes
293,2017,"Neugeboren, Jay",Jay Neugeboren,Jay,Neugeboren,1973,1989,USA,MA,Northampton,1938,male,uniden / jewish,Columbia University,,Indiana University,,,,,Yes
294,2022,"Newman, Charles H.",Charles H. Newman,Charles H.,Newman,1973,,USA,IL,Evanston,1938,male,uniden,Yale University,,,,,,,
295,2153,"Pelfrey, William",William Pelfrey,William,Pelfrey,1973,,USA,MI,Roseville,,male,uniden,,,,,,,,
296,2161,"Perkins, David H.",David H. Perkins,David H.,Perkins,1973,1983,USA,MO,Kansas City,1940,male,uniden,University of Missouri Kansas City,,University of Kansas,,,,,
297,2189,"Pierce, James F.",James F. Pierce,James F.,Pierce,1973,,USA,TX,Bryan,,male,uniden,,,,,,,,
298,2300,"Rezmerski, John",John Rezmerski,John,Rezmerski,1973,,USA,MN,St. Peter,1942,male,uniden,Gannon College,,John Carroll University,,,,,
299,2303,"Ribar, Joseph P.",Joseph P. Ribar,Joseph P.,Ribar,1973,,USA,NY,Claverack,,male,uniden,,,,,,,,
300,2304,"Ribman, Ronald",Ronald Ribman,Ronald,Ribman,1973,,USA,NY,New York,1932,male,uniden,University of Pittsburgh,,University of Pittsburgh,,University of Pittsburgh,,,
301,2343,"Roecker, William A.",William A. Roecker,William A.,Roecker,1973,,USA,MT,Missoula,,male,uniden,,,,,,,,
302,2359,"Root, William Pitt",William Pitt Root,William Pitt,Root,1973,,USA,CA,Mendocino,1941,male,uniden,University of Washington,,,,,University of North Carolina Greensboro,Stanford University,
303,2470,"Schwerner, Armand",Armand Schwerner,Armand,Schwerner,1973,1987;1979,USA,NY,Staten Island,1927,male,white / jewish,Columbia University,,Columbia University,,,,,
304,2589,"Slater, Robert A.",Robert A. Slater,Robert A.,Slater,1973,,USA,MO,Kansas City,,male,uniden,,,,,,University of Iowa,,
305,2636,"Sorrells, Helen",Helen Sorrells,Helen,Sorrells,1973,,USA,CA,Pacific Palisades,,female,uniden,San Fernando Valley State College,,,,,,,
306,2786,"Theroux, Alexander",Alexander Theroux,Alexander,Theroux,1973,1968,USA,VA,Farmville,1939,male,uniden,St Francis College,,University of Virginia,,University of Virginia,,,Yes
307,2895,"Wakoski, Diane",Diane Wakoski,Diane,Wakoski,1973,1969,USA,NY,New York,1937,female,uniden,University of California Berkeley,,,,,,,
308,2901,"Walker, Alice",Alice Walker,Alice,Walker,1973,"1970, 1978",USA,NY,Brooklyn,1944,female,afam,Sarah Lawrence College,,,,,,,Yes
309,2914,"Walsh, Margaret B.",Margaret B. Walsh,Margaret B.,Walsh,1973,,USA,ND,Minot,1916,female,indigenous,Pennsylvania State University,,,,,University of New Mexico,,
310,2915,"Walters, Thomas N.",Thomas N. Walters,Thomas N.,Walters,1973,,USA,NC,Raleigh,1933,male,uniden,Duke University,,,,Duke University,,,
311,2951,"Weingarten, Roger",Roger Weingarten,Roger,Weingarten,1973,,USA,IA,Kalona,1945,male,uniden,Goddard College,,,,,University of Iowa,,
312,2982,"Wickes, George A.",George A. Wickes,George A.,Wickes,1973,,USA,OR,Eugene,1923,male,uniden,University of Toronto,,Columbia University,,University of California Berkeley,,,
313,2991,"Wilkinson, Silvia J.",Silvia J. Wilkinson,Silvia J.,Wilkinson,1973,,USA,NC,Chapel Hill,1940,female,uniden,University of North Carolina Greensboro,,Hollins University,,,,,
314,2998,"Williams, Joy",Joy Williams,Joy,Williams,1973,1988,USA,FL,Siesta Key,1944,female,uniden,Marietta College,,,,,University of Iowa,,Yes
