date,country,rank,title,author,nationality,gender,entry_id,publisher,publication_country
2013-10-01,Spain,2,The Discreet Hero,Mario Vargas Llosa,Peru,m,2013-10Spain2,Alfaguara,Spain
2013-10-01,Spain,3,Circus Maximus,Santiago Posteguillo,Spain,m,2013-10Spain3,Planeta,Spain
2013-10-01,Spain,4,And the Mountains Echoed,Khaled Hosseini,"United States, Afghanistan",m,2013-10Spain4,Riverhead,United States
2013-10-01,Spain,5,The Truth About the Harry Quebert Affair,Joël Dicker,Switzerland,m,2013-10Spain5,Fallois,France
2013-10-01,Spain,6,Not Even Dream,Megan Maxwell,Spain,w,2013-10Spain6,Alfaguara,Spain
2013-10-01,Spain,7,Bones In The Garden,Henning Mankell,Sweden,m,2013-10Spain7,Gyldendal,Sweden
2013-10-01,Spain,8,Sweet Tooth,Ian McEwan,United Kingdom,m,2013-10Spain8,Jonathan Cape,United Kingdom
2013-10-01,Spain,9,What Hid Their Eyes,Nieves Herrero,Spain,w,2013-10Spain9,La Esfera De Los Libros,Spain
2013-10-01,Spain,10,Sand Kisses,Reyes Monforte,Spain,w,2013-10Spain10,Spannende Boek,Netherlands
2013-10-01,Norway,1,A Hero Of The Sea: The Shooter,Jon Michelet,Norway,m,2013-10Norway1,Oktober,Norway
2013-10-01,Norway,2,A Hero Of The Sea: The Forest Seaman,Jon Michelet,Norway,m,2013-10Norway2,Oktober,Norway
2013-10-01,Norway,3,Me Before You,Jojo Moyes,United Kingdom,w,2013-10Norway3,Penguin,United Kingdom
2013-10-01,Norway,4,Pondus: The Twelfth Man,Frode Øverli,Norway,m,2013-10Norway4,Egmont,Denmark
2013-10-01,Norway,5,The Invisible,Roy Jacobsen,Norway,m,2013-10Norway5,Cappelen Damm,Norway
2013-10-01,Norway,6,The Thread,Victoria Hislop,United Kingdom,w,2013-10Norway6,Headline,United Kingdom
2013-10-01,Norway,7,The Police,Jo Nesbø,Norway,m,2013-10Norway7,Aschehoug,Norway
2013-10-01,Norway,8,Mother's Gifts,Cecilie Enger,Norway,w,2013-10Norway8,Aschehoug,Norway
2013-10-01,Norway,9,And the Mountains Echoed,Khaled Hosseini,"United States, Afghanistan",m,2013-10Norway9,Riverhead,United States
2013-10-01,Norway,10,Doctor Proctor's Fart Powder,Jo Nesbø,Norway,m,2013-10Norway10,Schibsted Forlag,Norway
2013-10-01,Russia,1,Inferno,Dan Brown,United States,m,2013-10Russia1,Doubleday,United States
2013-10-01,Russia,2,Fifty Shades of Grey,E. L. James,United Kingdom,w,2013-10Russia2,The Writers' Coffee Shop,Australia
2013-10-01,Russia,3,Last Dawn,Alexandra Marinina,Russia,w,2013-10Russia3,Eksmo,Russia
2013-10-01,Russia,4,Telluria,Vladimir Sorokin,Russia,m,2013-10Russia4,Corpus,Poland
2013-10-01,Russia,5,Fifty Shades Darker,E. L. James,United Kingdom,w,2013-10Russia5,The Writers' Coffee Shop,Australia
2013-10-01,Russia,6,Fifty Shades Freed,E. L. James,United Kingdom,w,2013-10Russia6,The Writers' Coffee Shop,Australia
2013-10-01,Russia,7,"Childhood, 1945-53: Tomorrow Will Be Happy",Lyudmila Ulitskaya,Russia,w,2013-10Russia7,AST,Russia
2013-10-01,Russia,8,Stronger Than Fear,Marc Levy,France,m,2013-10Russia8,Robert Lafont,France
2013-10-01,Russia,9,Bury Me Behind The Baseboard,Pavel Sanayev,Russia,m,2013-10Russia9,AST,Russia
2013-10-01,Russia,10,In Terms Of Time,Vadim Panov,Russia,m,2013-10Russia10,Eksmo,Russia
2013-10-01,Germany,1,Too Much Happiness,Alice Munro,Canada,w,2013-10Germany1,Alfred A. Knopf,United States
2013-10-01,Germany,2,Bad Wolf,Nele Neuhaus,Germany,w,2013-10Germany2,Ullstein Verlag,Germany
2013-10-01,Germany,3,The Perfect Hope,Nora Roberts,United States,w,2013-10Germany3,Putnam,United States
2013-10-01,Germany,4,A Half Forgotten Song,Katherine Webb,United Kingdom,w,2013-10Germany4,Orion,United Kingdom
2013-10-01,Germany,5,The Devil Wears Prada,Lauren Weisberger,United States,w,2013-10Germany5,Broadway,United States
2013-10-01,Germany,6,Trapped,Sebastian Fitzek; Michael Tsokos,Germany; Germany,m; m,2013-10Germany6,Droemer Knaur,Germany
2013-10-01,Germany,7,The Sisters From Hardscrabble Bay,Beverly Jensen,United States,w,2013-10Germany7,Viking Press,United States
2013-10-01,Germany,8,Runaway,Alice Munro,Canada,w,2013-10Germany8,Alfred A. Knopf,United States
2013-10-01,Germany,9,Tschick,Wolfgang Herrndorf,Germany,m,2013-10Germany9,Rowohlt Verlag,Germany
2013-10-01,Germany,10,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,Canada,w,2013-10Germany10,Alfred A. Knopf,United States
2013-10-01,United States,1,The Longest Ride,Nicholas Sparks,United States,m,2013-10United States1,Grand Central,United States
2013-10-01,United States,2,The Quest,Nelson DeMille,United States,m,2013-10United States2,Center Street,United States
2013-10-01,United States,3,Thankless In Death,J. D. Robb,United States,w,2013-10United States3,Putnam,United States
2013-10-01,United States,4,"""W"" Is for Wasted",Sue Grafton,United States,w,2013-10United States4,Putnam,United States
2013-10-01,United States,5,Never Go Back,Lee Child,United States,m,2013-10United States5,Bantam,United States
2013-10-01,United States,6,Bleeding Edge,Thomas Pynchon,United States,m,2013-10United States6,Penguin,United States
2013-10-01,United States,7,The Final Cut,Catherine Coulter; J. T. Ellison,United States; United States,w; w,2013-10United States7,Putnam,United States
2013-10-01,United States,8,Deadly Heat,Richard Castle,United States,m,2013-10United States8,Hachette,United States
2013-10-01,United States,9,The Cuckoo's Calling,Robert Galbraith,United Kingdom,w,2013-10United States9,Sphere,United Kingdom
2013-10-01,United States,10,Inferno,Dan Brown,United States,m,2013-10United States10,Doubleday,United States
2013-11-01,Argentina,1,And the Mountains Echoed,Khaled Hosseini,"United States, Afghanistan",m,2013-11Argentina1,Riverhead,United States
2013-11-01,Argentina,2,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,Japan,m,2013-11Argentina2,Bungeishunjū,Japan
2013-11-01,Argentina,3,Dear Life,Alice Munro,Canada,w,2013-11Argentina3,Alfred A. Knopf,United States
2013-11-01,Argentina,4,Bones In The Garden,Henning Mankell,Sweden,m,2013-11Argentina4,Gyldendal,Sweden
2013-11-01,Argentina,5,The Discreet Hero,Mario Vargas Llosa,Peru,m,2013-11Argentina5,Alfaguara,Spain
2013-11-01,Argentina,6,Fifty Shades of Grey,E. L. James,United Kingdom,w,2013-11Argentina6,The Writers' Coffee Shop,Australia
2013-11-01,Argentina,7,Lives Of Girls And Women,Alice Munro,Canada,w,2013-11Argentina7,Alfred A. Knopf,United States
2013-11-01,Argentina,8,The Fault in Our Stars,John Green,United States,m,2013-11Argentina8,Dutton,United States
2013-11-01,Argentina,9,Sweet Tooth,Ian McEwan,United Kingdom,m,2013-11Argentina9,Jonathan Cape,United Kingdom
2013-11-01,Argentina,10,The Little Prince,Antoine de Saint-Exupéry,France,m,2013-11Argentina10,Éditions Gallimard,France
2013-11-01,France,1,Goodbye Up There,Pierre Lemaitre,France,m,2013-11France1,Albin Michel,France
2013-11-01,France,2,"The Extraordinary Journey of the Fakir Who Got Trapped in an Ikea Wardrobe,",Romain Puértolas,France,m,2013-11France2,Le Dilettante,France
2013-11-01,France,3,Doctor Sleep,Stephen King,United States,m,2013-11France3,Scribner,United States
2013-11-01,France,4,One Day I Will Go Without Being Told Everything,Jean d'Ormesson,France,m,2013-11France4,Robert Lafont,France
2013-11-01,France,5,Five Days,Douglas Kennedy,United States,m,2013-11France5,Atria,United States
2013-11-01,France,6,The Girl Who Saved the King of Sweden,Jonas Jonasson,Sweden,m,2013-11France6,Piratförlaget,Sweden
2013-11-01,France,7,Diving,Christophe Ono-Dit-Biot,France,m,2013-11France7,Éditions Gallimard,France
2013-11-01,France,8,Billie,Anna Gavalda,France,w,2013-11France8,Le Dilettante,France
2013-11-01,France,9,A Delicate Truth,John le Carré,United Kingdom,m,2013-11France9,Penguin,United Kingdom
2013-11-01,France,10,Too Much Happiness,Alice Munro,Canada,w,2013-11France10,Alfred A. Knopf,United States
2013-11-01,Germany,1,In The Valley Of The Fox,Charlotte Link,Germany,w,2013-11Germany1,Blanvalet,Germany
2013-11-01,Germany,2,Bad Wolf,Nele Neuhaus,Germany,w,2013-11Germany2,Ullstein Verlag,Germany
2013-11-01,Germany,3,Eifel War,Jacques Berndorf,Germany,m,2013-11Germany3,KBV Verlags-und Medienges,Germany
2013-11-01,Germany,4,Too Much Happiness,Alice Munro,Canada,w,2013-11Germany4,Alfred A. Knopf,United States
2013-11-01,Germany,5,The Prisoner of Heaven,Carlos Ruiz Zafón,Spain,m,2013-11Germany5,Planeta,Spain
2013-11-01,Germany,6,The Hundred-Year-Old Man Who Climbed Out the Window and Disappeared,Jonas Jonasson,Sweden,m,2013-11Germany6,Aschehoug,Sweden
2013-11-01,Germany,7,The Perfect Hope,Nora Roberts,United States,w,2013-11Germany7,Putnam,United States
2013-11-01,Germany,8,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,Canada,w,2013-11Germany8,Alfred A. Knopf,United States
2013-11-01,Germany,9,Drawing Conclusions,Donna Leon,United States,m,2013-11Germany9,McClelland and Stewart,United States
2013-11-01,Germany,10,The Purity of Vengeance,Jussi Adler-Olsen,Denmark,m,2013-11Germany10,Politiken,Denmark
2013-11-01,Italy,1,The Lie,Michele Serra,Italy,m,2013-11Italy1,Feltrinelli,Italy
2013-11-01,Italy,2,The Road Home,Fabio Volo,Italy,m,2013-11Italy2,Mondadori,Italy
2013-11-01,Italy,3,The Edge Of Things,Gianrico Carofiglio,Italy,m,2013-11Italy3,Rizzoli,Italy
2013-11-01,Italy,4,The Desire To Be Like Everyone Else,Francesco Piccolo,Italy,m,2013-11Italy4,Sellerio Editore,Italy
2013-11-01,Italy,5,The Sacco Gang,Andrea Camilleri,Italy,m,2013-11Italy5,Sellerio Editore,Italy
2013-11-01,Italy,6,Quicksilver,Marco Malvaldi,Italy,m,2013-11Italy6,Sellerio Editore,Italy
2013-11-01,Italy,7,For There Is Only One,Andrea Vitali,Italy,m,2013-11Italy7,Garzanti,Italy
2013-11-01,Italy,8,The Labyrinth At The Edge Of The World,Marcello Simoni,Italy,m,2013-11Italy8,Newton Compton,Italy
2013-11-01,Italy,9,Mid-Autumn Blues,Santo Piazzese,Italy,m,2013-11Italy9,Sellerio Editore,Italy
2013-11-01,Italy,10,The Story of a New Name,Elena Ferrante,Italy,w,2013-11Italy10,Edizioni E/O,Italy
2013-11-01,Egypt,1,The Automobile Club Of Egypt,Alaa Al-Aswanv,Egypt,m,2013-11Egypt1,Sunrise House,Egypt
2013-11-01,Egypt,2,With,Sonallah lbrahim,Egypt,m,2013-11Egypt2,Dar Al-Mustaqbal Al Arabi,Spain
2013-11-01,Egypt,3,2 Officers,Essam Abdel Tawab Youssef,Egypt,m,2013-11Egypt3,Lebanese Egyptian House,Egypt
2013-11-01,Egypt,4,Inferno,Dan Brown,United States,m,2013-11Egypt4,Doubleday,United States
2013-11-01,Egypt,5,Reconfiguration,Nariman El Shamly,Egypt,w,2013-11Egypt5,Al Kotob Khan,Egypt
2013-11-01,Egypt,6,The Late,Hassan Kamal,Egypt,m,2013-11Egypt6,Sunrise House,Egypt
2013-11-01,Egypt,7,The Exit Door,Ezzedine Choukri Fishere,Egypt,m,2013-11Egypt7,Sunrise House,Egypt
2013-11-01,Egypt,8,Triple Granada,Radwa Ashour,Egypt,w,2013-11Egypt8,Sunrise House,Egypt
2013-11-01,Egypt,9,The Druze of Belgrade,Rabee Jaber,Lebanon,m,2013-11Egypt9,Arab Cultural Center,Lebanon
2013-11-01,Egypt,10,No One Sleeps In Alexandria,lbrahim Abdel Meguid,Egypt,m,2013-11Egypt10,Sunrise House,Egypt
2013-11-01,Spain,1,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,Japan,m,2013-11Spain1,Bungeishunjū,Japan
2013-11-01,Spain,2,"Shoot Me, I'm Already Dead",Julia Navarro,Spain,w,2013-11Spain2,Plaza & Janés,Spain
2013-11-01,Spain,3,This Instant Of Happinesss,Federico Moccia,Italy,m,2013-11Spain3,Planeta,Spain
2013-11-01,Spain,4,Bones In The Garden,Henning Mankell,Sweden,m,2013-11Spain4,Gyldendal,Sweden
2013-11-01,Spain,5,The Discreet Hero,Mario Vargas Llosa,Peru,m,2013-11Spain5,Alfaguara,Spain
2013-11-01,Spain,6,The Truth About the Harry Quebert Affair,Joël Dicker,Switzerland,m,2013-11Spain6,Fallois,France
2013-11-01,Spain,7,And the Mountains Echoed,Khaled Hosseini,"United States, Afghanistan",m,2013-11Spain7,Riverhead,United States
2013-11-01,Spain,8,Sweet Tooth,Ian McEwan,United Kingdom,m,2013-11Spain8,Jonathan Cape,United Kingdom
2013-11-01,Spain,9,Dear Life,Alice Munro,Canada,w,2013-11Spain9,Alfred A. Knopf,United States
2013-11-01,Spain,10,This Man,Jodi Ellen Malpas,United Kingdom,w,2013-11Spain10,Orion,United Kingdom
2013-11-01,United States,1,Doctor Sleep,Stephen King,United States,m,2013-11United States1,Scribner,United States
2013-11-01,United States,2,Just One Evil Act,Elizabeth George,United States,w,2013-11United States2,Dutton,United States
2013-11-01,United States,3,The Longest Ride,Nicholas Sparks,United States,m,2013-11United States3,Grand Central,United States
2013-11-01,United States,4,Identical,Scott Turow,United States,m,2013-11United States4,Grand Central,United States
2013-11-01,United States,5,Storm Front,John Sandford,United States,m,2013-11United States5,Putnam,United States
2013-11-01,United States,6,The Police,Jo Nesbø,Norway,m,2013-11United States6,Aschehoug,Norway
2013-11-01,United States,7,Bridget Jones: Mad About the Boy,Helen Fielding,United Kingdom,w,2013-11United States7,Jonathan Cape,United Kingdom
2013-11-01,United States,8,Gone,James Patterson; Michael Ledwidge,United States; United States,m; m,2013-11United States8,"Little, Brown and Company",United States
2013-11-01,United States,9,The Wolves of Midwinter,Anne Rice,United States,w,2013-11United States9,Random House,United States
2013-11-01,United States,10,The Circle,Dave Eggers,United States,m,2013-11United States10,Alfred A. Knopf,United States
2013-12-01,Germany,1,The Hundred-Year-Old Man Who Climbed Out the Window and Disappeared,Jonas Jonasson,Sweden,m,2013-12Germany1,Aschehoug,Sweden
2013-12-01,Germany,2,In The Valley Of The Fox,Charlotte Link,Germany,w,2013-12Germany2,Blanvalet,Germany
2013-12-01,Germany,3,Bad Wolf,Nele Neuhaus,Germany,w,2013-12Germany3,Ullstein Verlag,Germany
2013-12-01,Germany,4,Eifel War,Jacques Berndorf,Germany,m,2013-12Germany4,KBV Verlags-und Medienges,Germany
2013-12-01,Germany,5,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,United Kingdom,w,2013-12Germany5,Transworld,United Kingdom
2013-12-01,Germany,6,Too Much Happiness,Alice Munro,Canada,w,2013-12Germany6,Alfred A. Knopf,United States
2013-12-01,Germany,7,One Hundred Names,Cecelia Ahern,United Kingdom,w,2013-12Germany7,HarperCollins,United Kingdom
2013-12-01,Germany,8,Tschick,Wolfgang Herrndorf,Germany,m,2013-12Germany8,Rowohlt Verlag,Germany
2013-12-01,Germany,9,The Prisoner of Heaven,Carlos Ruiz Zafón,Spain,m,2013-12Germany9,Planeta,Spain
2013-12-01,Germany,10,The Cutting Room,Jilliane Hoffman,United States,w,2013-12Germany10,HarperCollins,United States
2013-12-01,Netherlands,1,Butcher's Crossing,John Williams,United States,m,2013-12Netherlands1,NYRB Classics,United States
2013-12-01,Netherlands,2,What Do I Need?,Youp van't Hek,Netherlands,m,2013-12Netherlands2,Thomas Rap,Netherlands
2013-12-01,Netherlands,3,And the Mountains Echoed,Khaled Hosseini,"United States, Afghanistan",m,2013-12Netherlands3,Riverhead,United States
2013-12-01,Netherlands,4,The Circle,Dave Eggers,United States,m,2013-12Netherlands4,Alfred A. Knopf,United States
2013-12-01,Netherlands,5,The Goldfinch,Donna Tartt,United States,w,2013-12Netherlands5,"Little, Brown and Company",United States
2013-12-01,Netherlands,6,Dilbert: The Waiver Of 2013,John Reid; Bastiaan Geleijnse; Jean-Marc Van Tol,Netherlands; Netherlands,m; m; m,2013-12Netherlands6,Catullus,Netherlands
2013-12-01,Netherlands,7,Stoner,John Williams,United States,m,2013-12Netherlands7,NYRB Classics,United States
2013-12-01,Netherlands,8,The Girl Who Saved the King of Sweden,Jonas Jonasson,Sweden,m,2013-12Netherlands8,Piratförlaget,Sweden
2013-12-01,Netherlands,9,The Man Of Your Life,Arthur Japin,Netherlands,m,2013-12Netherlands9,De Arbeiderspers,Netherlands
2013-12-01,Netherlands,10,The Hundred-Year-Old Man Who Climbed Out the Window and Disappeared,Jonas Jonasson,Sweden,m,2013-12Netherlands10,Aschehoug,Sweden
2013-12-01,Italy,1,The Lie,Michele Serra,Italy,m,2013-12Italy1,Feltrinelli,Italy
2013-12-01,Italy,2,The Road Home,Fabio Volo,Italy,m,2013-12Italy2,Mondadori,Italy
2013-12-01,Italy,3,Splendor,Margaret Mazzantini,Italy,w,2013-12Italy3,Mondadori,Italy
2013-12-01,Italy,4,Christmas Present,[Various],Spain; Italy; United Kingdom; Italy; Italy; Italy,m; w,2013-12Italy4,Sellerio Editore,Italy
2013-12-01,Italy,5,The Edge Of Things,Gianrico Carofiglio,Italy,m,2013-12Italy5,Rizzoli,Italy
2013-12-01,Italy,6,For Ten Minutes,Chiara Gamberale,Italy,w,2013-12Italy6,Feltrinelli,Italy
2013-12-01,Italy,7,Moscerine,Anna Marchesini,Italy,w,2013-12Italy7,Rizzoli,Italy
2013-12-01,Italy,8,The Desire To Be Like Everyone Else,Francesco Piccolo,Italy,m,2013-12Italy8,Sellerio Editore,Italy
2013-12-01,Italy,9,The Sacco Gang,Andrea Camilleri,Italy,m,2013-12Italy9,Sellerio Editore,Italy
2013-12-01,Italy,10,Christmas Dinner,Luca Bianchini,Italy,m,2013-12Italy10,Mondadori,Italy
2013-12-01,Mexico,1,Doctor Sleep,Stephen King,United States,m,2013-12Mexico1,Scribner,United States
2013-12-01,Mexico,2,The Discreet Hero,Mario Vargas Llosa,Peru,m,2013-12Mexico2,Alfaguara,Spain
2013-12-01,Mexico,3,The Perks of Being a Wallflower,Stephen Chbosky,United States,m,2013-12Mexico3,MTV Books,United States
2013-12-01,Mexico,4,The Patient Sniper,Arturo Pérez-Reverte,Spain,m,2013-12Mexico4,Alfaguara,Spain
2013-12-01,Mexico,5,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,Japan,m,2013-12Mexico5,Bungeishunjū,Japan
2013-12-01,Mexico,6,Insurgent,Veronica Roth,United States,w,2013-12Mexico6,Katherine Tegen,United States
2013-12-01,Mexico,7,Sudden Death,Álvaro Enrigue,Mexico,m,2013-12Mexico7,Editorial Anagrama,Spain
2013-12-01,Mexico,8,Hopscotch,Julio Cortázar,Argentina,m,2013-12Mexico8,Sudamericana,Argentina
2013-12-01,Mexico,9,Divergent,Veronica Roth,United States,m,2013-12Mexico9,Katherine Tegen,United States
2013-12-01,Mexico,10,Nothing,Janne Teller,Denmark,w,2013-12Mexico10,Dansklaererforeningen,Denmark
2013-12-01,Spain,1,The Legacy In The Bones,Dolores Redondo,Spain,w,2013-12Spain1,Destino,Spain
2013-12-01,Spain,2,Doctor Sleep,Stephen King,United States,m,2013-12Spain2,Scribner,United States
2013-12-01,Spain,3,The Patient Sniper,Arturo Pérez-Reverte,Spain,m,2013-12Spain3,Alfaguara,Spain
2013-12-01,Spain,4,The Sky Has Returned,Clara Sanchez,Spain,w,2013-12Spain4,Planeta,Spain
2013-12-01,Spain,5,Surprise Me,Megan Maxwell,Spain,w,2013-12Spain5,Planeta,Spain
2013-12-01,Spain,6,"Shoot Me, I'm Already Dead",Julia Navarro,Spain,w,2013-12Spain6,Plaza & Janés,Spain
2013-12-01,Spain,7,The Truth About the Harry Quebert Affair,Joël Dicker,Switzerland,m,2013-12Spain7,Fallois,France
2013-12-01,Spain,8,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,Japan,m,2013-12Spain8,Bungeishunjū,Japan
2013-12-01,Spain,9,And the Mountains Echoed,Khaled Hosseini,"United States, Afghanistan",m,2013-12Spain9,Riverhead,United States
2013-12-01,Spain,10,Peter Pan Must Die,John Verdon,United States,m,2013-12Spain10,Crown,United States
2013-12-01,United States,1,The First Phone Call From Heaven,Mitch Albom,United States,m,2013-12United States1,Harper,United States
